,Number,Store,Address,Review_score,Review_counts,ID,Date,Review_text
10,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",na-****,3.22.금,텃밭 깜빠뉴 너무 맛있어서 재방문했어요 선물용으로 몇개 더 샀네요! 근처에 빵 맛집이 있어서 좋아요
11,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",다이아나 베리,1.19.금,빵 종류도 많고 맛있어요~! 특히 크로아상은 버터 많이 들어간 맛이라 좋아하는 분들 많을 것 같네요🥰
12,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",Pko맘,23.10.19.목,다들 정말 칭찬하는 맛집은 그만한 이유가 있는거 같 아요~ 정말 빵이 하나하나 너무 맛있고 고급지고 신 선한 빵들의 천국입니다 ㅎㅎ 인테이어도 고급...
13,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",od****,1.10.수,작은 공간의 빵집인줄 알고 들어갔는데 빵종류가 엄청 다양해서 놀랐네요 ~~ 빵도 맛있고 커피도 맛있어서 흡입을 하게 된 광화문 빵맛집 파네트네요
14,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",바블의신나는세상,3.21.목,맛있는 빵집이에요
15,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",na-****,3.27.수,식사빵들이 참 맛있어요 2주연속 방문중입니다!
16,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",방에모기가,23.11.9.목,밤파이 👍 라즈베리잼 스콘 👍 까눌레 호밀무화과 광화문 근처 맛집이래서 찾아가봤어요 가격대도 괜찮 고 맛도 다 너무 좋아요 정성들여 만든게 느껴...
17,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",과장된거없이솔직하게씀,3.7.목,빵 냄새가 무진장 좋아요 ㅎㅎ
18,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",oneNonly,1.5.금,"저녁시간에 갔더니 빵이 거의 남아있진 않았어요. 밤
파이와 이탈리안 깜빠뉴(크기는 치아바타정도) 구매
했는데, 오.. 여기 맛있습니다. 담엔 빵이 많은 ..."
19,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",April119,1.22.월,무화과 깜빠뉴만 일단 먹어봤는데 인생 무화과 깜빠 뉴에요 무화과가 꽉 차서 빵이 무거울 정도에요 너무 맛있네요 나머지 빵들도 기대됩니다 서비스로 ...
20,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",mjhealth,2.26.월,전에 큰 사이즈 샀는데 이번에 미니 있어서 구매~역시 맛있어요~^^
21,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",laimjung,23.12.31.일,빵종류도 많고 매장에서 3가지 종류의 빵 맛보고 만족해서 4개 더 골라서 포장까지 해왔어요~!
22,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",priestsmurf,3.21.목,"모찌모찌롤 맛있어요
그린올리브, 초코버터롤도 무난해요"
23,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",myhyun1110,3.29.금,"2주만에 4번이나 들렀어요ㅎㅎ
깜빠뉴나 식사빵 종류들 너무 맛있어요"
24,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",밍둥어야,3.8.금,"매장은 좁지만 빵 메뉴가 다양하구 어떤 걸 먹어도 다
맛있어욤!!!! 리뷰에 올라오는 빵메뉴들 말고 원하는 
메뉴가 있다면 소신껏 고르세요 절대 배신하지..."
25,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",광화문토박이,3.24.일,카운터에서 너무 불친해서 너무 깜짝 놀랐어요. 거의 소리지르듯 말씀 하시더라구요. 다신 안갈것같아요
26,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",이닿,3.8.금,"다른 빵 먹지 마시고, 깜빠뉴 드세요 꼭 !"
27,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",Isaac7231,3.25.월,에그타르트 애플 파이 자주 먹는데 다른 빵들도 맛있어요👍
28,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",hjl****,1.29.월,마늘바게트 촉촉하고 맛있어요~!
29,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",jane987626,1.20.토,빵 종류 많네요!! 달기 보다는 건강한 빵 느낌이에요!
30,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",박하스63,23.12.6.수,완전완전 빵맛집이에여 너무 맛있어요 ㅎㅎㅎ
31,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",Maximus21847,3.13.수,"당근라페 샌드위치, B.L.T 샌드위치 맛있어요!"
32,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",mjhealth,1.8.월,케잌 맛있네요~~막 달지도 않고~~~ㅎㅎ 생일 케잌으로 좋네요~~
33,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",iow****,1.7.일,빵종류가 다양한데 다 맛있어요! 빵지순례하기 좋은 곳
34,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",맛슐랭 서울두유,1.4.목,맛있는 빵이 다양해요
35,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",찐찐리뷰러,2.6.화,빵 종류도 다양하고 완전 맛있어용ㅋㅋㅋ
36,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",미미미나나나,2.1.목,"오랜만에 방문했는데
메뉴가 리뉴얼되서 조금 아쉬워요
그래도 맛있어보여요"
37,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",릴릴리3024,2.11.일,"제입맛엔 밤파이 애플파이 다 평범했어요
직원분들 친절하세요"
38,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",hos****,1.9.화,동네 빵 맛집입니다. 모든 빵 다 맛있어서 갈 때마다 메뉴고민합니다. 커피와 다른 음료또한 맛있구요! 날 씨 좋은 봄/가을에는 테라스 좌석에서 커피타...
39,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",숭숭늼,23.11.22.수,집에 가는 길에 방문하였습니다! 집앞 공덕점에는 자 주 가는데 광화문점은 처음이었습니다! 역시나.. 저녁 에 가면 빵이 없어요 ㅜㅜ 하지만 맛은 보장이...
40,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",priestsmurf,23.12.29.금,"케익 시트랑 체리
너무 맛있어요"
41,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",blucheer,2.23.금,크로와상 사러 종종 갑니다.
42,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",다우다우1004,2.3.토,재료를 아끼지 않고 팍팍 담은 맛있는 빵👍
43,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",욜로부부92,1.17.수,빵넘 맛있음 ㅎㅎ 분위기도 좋음
44,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",Pits,23.12.18.월,친구가 추천해서 얼른 같이 가서 겟 :) 맛있드앙
45,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",프로추앙러,23.10.9.월,"날 좋은 휴일이라 그런지 매장 안은 물론이고
매장 밖 테이블까지 만석..
소문난 빵 맛집!"
46,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",soljikim,23.9.5.화,통통한 보늬밤 한가득 들어간 호밀빵이 맛난 파네트 베이커리♡ 건강한 재료노 정성껏 만든 페스츄리와 식빵까지 맛나요
47,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",한입만 더더더,3.30.토,밤파이 굿
48,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",NancyK,23.7.30.일,지나갈 때 마다 외관이 너무 예뻐 언젠가는 꼭 가보리 라.! 했는데 어제 좋아하는 언니오빠와 시간이 딱 맞 아 다녀왔습니다:) 빵 종류도 많고 가격도 다른 ...
49,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",남연정19,23.11.30.목,편안하게 응대해주셨어요.
50,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",달덩이8287,23.11.20.월,테이크아웃했는데 빵들이 하나하나 다 맛있었어요! 기본 크로와상부터 밤파이까지!!
51,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",sow****,3.24.일,"후레수엎 처음방문 한곳,즉석 만드는 빵맛집이다"
52,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",도라에멍이,23.11.28.화,빵맛집 밤파이 달달하고 맛있어요
53,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",떼히s,23.12.30.토,맛있고 손님이 많아요!
54,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",탄수좋아,23.11.10.금,"역시나 케익도 맛있음👍
지인도 좋아함. 가격말안함..."
55,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",susie s,23.10.2.월,뺑스위스 맛있어보여서 샀는데 그냥 그랬어요.. 근데 밤파이가 진짜 맛있었어요. 다음에 가면 저것만 먹을거 같아요.
56,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",plake821,3.18.월,파네트 최고!!!
57,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",모모꼼마,3.28.목,맛있어요.
58,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",예진5967,3.6.수,"퇴근시간에 가면 빵이 거의 없어요
그만큼 맛있어서 다 팔렸다는 얘기니.. 다양한 빵 사시려면 서돌러 가셔야해요"
59,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",한가한84,3.18.월,굿
60,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",blucheer,2.16.금,크로와상 맛있어요
61,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",mhy****,23.12.5.화,빵이 다양하고 건강빵이 좋아요^^
62,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",ju****,23.12.15.금,모찌모찌롤 맛있게 먹었어요
63,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",고향30,23.11.6.월,빵과 음료를 먹었어요. 8시 마감이지만 먹고가려면 7시 30분 마감이어서 거의 5분만에 털어넣고 나왔네요. 마감시간을 주의하시길 바랍니다.
64,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",Gilly2,23.10.5.목,모든 것이 맛있는 집 -고구마치즈 -먹물치즈빵? (5개 들어있는 것) -생크림 단팥빵 매번 갈때마다 사옵니다 . 생크림 단팥빵 정말..크림이 너무 맛있어요. ...
65,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",HEEWOO,3.16.토,
66,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",can****,23.12.19.화,"처음 가봤는데,
너므 만족이예요
광화문 갈 때마다 들를게요^^"
67,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",살은자픔,1.31.수,커피 굿굿
68,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",차cha,2.12.월,빵이 말남
69,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",725****,23.7.16.일,엄마 생신이라 케익만 사가지고 왔네요~ 집에오다가 과일생크림케익이 살짝 쏠려서 사진이 아쉽지만.. 케 익이 안에 과일 내용물도 많이 들어있는편이고...
70,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",싸리루,23.10.20.금,빵이 다양하고 맛있습니다앙
71,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",루디117,1.4.목,
72,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",얄배추,3.5.화,"파네트 말해뭐해,,,🫶🏻"
73,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",bluesummer64,23.8.17.목,크루아상 아주 정석적이며 맛있어요. 에그타르트는 크림에 독특한 느낌인데 아주 든든하네요 ㅎ
74,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",루디117,1.3.수,
75,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",HEEWOO,3.1.금,
76,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",luft08,2.27.화,굿
77,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",모모꼼마,2.13.화,좋아요.
78,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",눈꽃00,23.12.8.금,빵 맛있대서 방문했어요! 커피 가격도 적당하고요. 듣던대로 맛있습니다 ㅎㅎ
79,1,파네트 광화문점,서울 종로구 사직로8길 24, 4.48," 1,595",Downtown7890,23.10.15.일,이집 애플파이 넘 맛있어요
80,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,최가지42,3.26.화,포슬포슬 으앙 너무 맛있어요 ㅠ 다른 맛도 궁금해요!! 또 갈래~~~
81,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,jerrymerry,1.30.화,"사장님도 너무 친절하시고 글루텐프리에 대한 설명도 해주신 덕분에 많이 알아갑니다🥯🤍 사장님의 친절 함에 감동 했어요..🥺 비건, 글루텐프리 그리고..."
82,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,Hyyyy1334,2.13.화,다이어트 중인데 디저트가 먹고 싶어서 집에서 한 시 간 거리를 운동 삼아 다녀왔어요! 너무 맛있는데 키토 라니 자주 오려구요 저도 아토피가 있어서 밀...
83,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,won****,3.15.금,이런 곳에 건강한 베이커리가 있다니! 숨겨진 맛집이에요 맛있어서 또 방문하려고요😍
84,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,췹스,2.21.수,"사장님 친절하고 비건빵, 프로틴쿠키 맛있어요💕"
85,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,sue jeong,2.21.수,"비건 글루텐 프리 빵집이 있어서 너무 좋네요!
알러지있는분이나 아기있는 집 간식으로 추천해용"
86,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,wh****,3.14.목,커피가 맛있어요! 비건파운드도 추천입니당🤎 제가 비건 빵 찾아 먹는 편이 아닌데도 촉촉하고 쫀독해서 놀랬어요!🫢
87,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,sinrioku,2.20.화,"슈가프리 글루텐프리라서 와봤어요!
종류도 꽤 있고 가격도 적당한 것 같아서 좋습니다!
사장님도 친절하세요!ㅎㅎ 또 오겠습니당!"
88,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,111111111111ㅇ,1.30.화,"설명도 잘 해주시구 넘 친절하세요 😍😍
몸에 좋은 메뉴들이라서 안심하고 먹을 수 있을것같아용!!"
89,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,low****,3.5.화,건강한 키토 단백질 식사하기 좋아요
90,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,lineer,2.20.화,서대문구에도 키토빵이 있어서 너무 좋아요! 맛있습니다!
91,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,rararali,1.23.화,"다양한 키토, 비건 빵이 너무 맛있고 살도 덜쪄요!! 진짜 좋은 재료를 써주셔서 속도 편하고 든든해요😀"
92,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,CosmoBiya,23.12.15.금,맛있는 비건빵집으로 추천해요:)
93,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,ㅈㅊㅇㅁㅈㅅㅇㅁㅅㅇㅅㅎ,23.12.15.금,"우리동네 대표 비건 빵집!!
건강 챙기면서도 맛있는 빵을 먹을 수 있어요^^"
94,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,솔빈엄마,23.11.11.토,좋은 재료를 사용하시는 것 같아요 만족합니다
95,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,나르댕,23.6.2.금,"글루텐 비건에 대해서 더 알아가고 싶어요
친절하게 대해주셔서 감사합니다
신기하게 부드럽고 맛있어요!"
96,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,sprin9,23.12.12.화,ㅈㅇㅇ
97,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,sprin9,23.12.19.화,좋아요
98,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,sprin9,23.12.15.금,좋아요
99,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,Pro7,23.8.19.토,단백하고 맛져요~
100,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,bbangry,23.5.4.목,병원샘들이랑 점심먹구 종종 방문하는 비건빵집이에여!! ㅎㅎ 사장님 매번 친절하게 맞아주시고 감사합니당 ㅎㅎ 쿠키도맛있고 스콘도맛있고 카스테라특히!!!
101,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,헤이쮸드,23.2.22.수,키토와 비건 디저트를 팝니다. 사장님이 굉장히 친절해서 하나하나 설명해주시고 추천도 해주세요. 맛있습니다!
102,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,상도라이아짐,23.8.25.금,비건빵 건강빵 완전맛있어요ㅡㅡ사장님도 친절하세요 번창하세요
103,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,kjykjy0811,23.2.16.목,프로틴...키토...디저트들 대부분 입에는 별로 맛없었 는데...^^;; 릴리브드는 다르네요!! ㅎㅎ 다음에는 택배 로 주문할께용!! 사장님~ 맛있는 디저트 만들어...
104,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,상도라이아짐,23.8.11.금,베이글완전맛잇어요 친절두짱
105,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,cjb****,23.2.3.금,두번째로 방문해서 사온 비건 마들렌~ 일반 마들렌과 는 식감이 다른 쫄깃쫄깃한 식감이다. 비건이라고 해 서 불호일까 조심스럽게 먹었는데 많이 달지도...
106,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,나르댕,22.12.13.화,"눈보라 뚫고 찾아간 노란색 톤의 비건 베이커리 원픽
은 쑥콩마들렌 :) 다음엔 오픈 시간 맞춰 가서 더 다양
한 빵 맛보고 싶습니다!"
107,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,verusmj,23.2.16.목,친구에게 선물 받았어요. 당뇨 때문에 밀가루 못드시는 분들 건강하면서 맛있게 드실 수 있을 것 같아요. 재방문 의사 있습니다.
108,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,어떤하루하루,23.8.16.수,비건빵이 있어 좋아요
109,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,joyfullook,22.10.29.토,"인테리어가 상큼하니 예뻐서 찾기가 쉽습니다.
키토 제품을 팔아서 너무 좋았어요. 맛도 있고요! ! 무려 일본에서 공부하시고 유럽에서 연수하신 분!!"
110,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,상도라이아짐,23.5.26.금,건강한 빵 맛있는빵 사장님 친절하시고 진짜 맛있어요
111,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,Prrrrr,23.1.18.수,늘 최고 재료를 사용하시고 더 좋은 제품을 위해 연구하시더라구요. 건강한 빵과 쿠키인데 너무 맛있어요 제 주변사람들한테 엄청 알리고 다닙니다 :)
112,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,애플바닐라러브,22.8.25.목,"동네에 이런 곳이 생기다니 정말 좋아요.
사장님도 친절하시고 가게도 아기자기 하네요. 취식 자리가 있긴 하지만 텤잇아웃이 더 편할 것 같아요."
113,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,티파니54,23.4.28.금,맛있어요
114,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,bea****,22.10.27.목,요즘 식단 조절 중인데 빵이 너무 먹고 싶어 검색하니 가까운 곳에 비건 베이커리가 있다고 해서 방문했어 요! 가격도 합리적이고 자세하고 친절하게 설...
115,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,김선화85,22.8.23.화,비건빵이라고 해서 솔직히 맛에 대한 기대감이 크진 않았어요. 근데 건강한 재료로 만든 빵이 맛까지 좋아 기뻤어요. 오래 씹을수록 고소한 맛이 느껴져 ...
116,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,birdnerd,22.9.20.화,"키토 & 비건 전문 베이커리예요. 전 키토카스테라, 키 토쑥파운드케익 먹었는데 말 안하면 키토인지 잘 모 를거 같아요, 꼬숩고 맛있어요! 카스테라 중앙..."
117,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,dewy10,22.7.19.화,"평소 복용중인 약 때문에 소화도 잘 안되고, 건강 염 려가 되어서 빵을 즐기지 않는 편이었는데, 깔끔한 노 란간판과 릴리브드(be健)이라는 문구에 꽂혀 ..."
118,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,ichocoholic,22.10.7.금,"친절하신 사장님!! 
너무맛있고 건강한 빵! 아이들에게 주고싶네요~
자주 갈게요"
119,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,BANA96,22.11.3.목,빵이 너무먹고싶을때찾으면좋아요♡건강도챙기고^^애들한테 안심하고먹일수 있어서 강추♡♡
120,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,jjjjjjh1,22.11.17.목,사장님도 친절하시고 빵도 너무 맛있어요!!!♥️♥️♥️
121,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,YueB,22.7.7.목,사장님! 임당산모에게 기념일이라 케이크는 힘들 것 같고 빵 먹게 해주고 싶다고 방문했던 사람입니다! 4 개 사간거 절반씩 나눠먹고 1시간 혈당검사 완...
122,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,햇살212,22.8.12.금,키토빵집이 생겼다고해서 와봤어요 다양한 종류에 저렴한 가격까지 눈돌아가더라고요 맛도 좋고 모양도 좋고! 사장님 번창하세요^^*
123,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,rla****,22.8.31.수,"다이어트 하는중인데 빵먹고 싶어서 찾아왔어요.
늠 맛있네융👍🏼"
124,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,빗소리87,22.11.1.화,첫 방문인데 주위에 키토 비건 빵집 있어 좋네요 맛도 좋고 건강에도좋고 ^^
125,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,빵굽장91,22.7.2.토,종류별로 하나씩 사봤어요. 비건빵집은 여러군데 가 봤는데 여기빵 단연코 최고 맛있어요. 키토빵은 처음 인데 속세빵맛 그대로인데 어떻게 글뤁텐프리...
126,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,커피보이,22.7.26.화,카스테라 예술입니다.또 오겟습니다.
127,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,dea****,22.9.7.수,맛있어요~ 먹고서도 속이 부담스럽지 않네요. 사장님 설명도 잘해주시고 엄청 친절하세요.
128,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,고은글,22.10.14.금,맛집
129,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,Rosyss,22.8.23.화,비건빵^^
130,2,릴리브드,서울 서대문구 수색로2길 30-2,, 61,김윤하671,22.8.31.수,"건강한 맛이예요. . 매일 찾을것 같아요 지금 다이어
트중인데 딱 필요한 베이커리네요"
131,3,인리제과,서울 서대문구 통일로35길 66 1층 인리제과,, 93,맛있으면우는꿀순이,3.29.금,"갑자기 비가내리는 바람에 일정을 소화 못하고 방문 했는데 일찍열어주셔서 덕분에 창밖으로 비내리는것 도 보고 , 맛있는 커피와 디저트 먹으면서 좋은..."
132,3,인리제과,서울 서대문구 통일로35길 66 1층 인리제과,, 93,시인산책,2.17.토,"꿈꾸는 봄날처럼 화창한 주말 오후 혼자 인리제과에 와서 구리볼, 계피만쥬, 소금빵, 아이스티를 앞에 놓 고 아름다운 봄을 설계합니다. 맛이 참 좋네요. ..."
133,3,인리제과,서울 서대문구 통일로35길 66 1층 인리제과,, 93,jjjwnffl,3.29.금,말차라떼가 먹고 싶은 와중에 주변 카페 찾아보니 인 리를 발견했어요! 말차라떼 위에 약간 짭잘한 우유크 림? 같은게 올라와있는데 라떼랑 잘 어울리고 ...
134,3,인리제과,서울 서대문구 통일로35길 66 1층 인리제과,, 93,맛있으면우는꿀순이,3.20.수,집앞에 아기자기한 베이커리 카페가 생겨서 처음 와 봤어요. 커피도 맛있고 혼자 먹기에도부담없는 작은 디저트부터 다양한 베이커리류가 있어서 좋아...
135,3,인리제과,서울 서대문구 통일로35길 66 1층 인리제과,, 93,cksckscks,3.8.금,따뜻한 햇살이 부드럽게 비추는 카페에요 ㅎㅎ ㅈ테 이블도 6개정도 있고 예쁩니다. 바질치즈소금빵진짜 맛있구요. 디카페인콜드브루도 딱 부드럽고 맛...
