,Number,Store,Adddress,Review_score,Review_counts,ID,Date,Review_text
10,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,제 평가는요.,2024.01.20.,"파운드케이크 너무 촉촉하고 맛있음
근데 가게를 조금만 더 깔끔하고 청결하게 관리하면 좋을듯"
11,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,마샬리스,2024.01.19.,"부앙동 스코프에서 맛있게 먹은 기억이 있어서 서촌 간 김에 들림.
여러 종류 포장해서 집에서 한 입 먹어보고 놀람.
응??? 밀가루 냄새 작렬. 모든 빵이 그랬음.
어떻게 만들면 이렇게 맛없게 만들 수 있는지 놀라울 따름.
몇 달 후 부암동 스코프 가서 포장한 스콘들은 맛있었음. 10년 전 영국인이 유명해지기 전 작은 스코프에서 하던 그 맛은 아니지만.. 그런 생각이 드는 건 아마도 추억보정이겠지."
12,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,Shinjee,2024.01.03.,완전 어이없어요. 사촌언니랑 아키비스트에서 커피사서 스코프 스콘 먹으러 갔는데 스콘 총 5개 구입했어요. 두개는 매장에서 먹고 3개는 포장인데 어느나라법인지 빵만 사면 매장이용 안된다네여. 빵구입비용 이만원 넘었는데 커피전문점도 아니고 날씨 추워서 그냥 음료 하나 주문했는데 우리가 주문하는 사이에 직원이 밖에서 들고온 커피 두잔을 순식간에 버려버려서 진짜 개빡치더라구요. 카운터가서 뒤집어 놓을까하다 새해부터 재수붙을까바 그냥 왜 버렸냐고 했는데 죄송하다면서 자기네 커피 타주겠다는데 속으로 누가 니네 커피 마시고 싶겠니 혈압은 오르고 그냥 바닐라라떼 한잔만 달라 했는데 정작 타준 커피는 카페라떼네요 스콘 사러 왔다가 기분 완전 잡치고 두번다신 가고싶지 않더라구요 유명하고 장사 잘되는거에 비해 직원들 손님대응 엿같고 솔직히 말하면 스콘도 별루 맛없네요 스콘은 본점으로 먹으로 가세요
13,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,MK,2024.01.02.,"잠실롯데월드 팝업매장 이용. 파운드케이크 맛집. 
진저와 오렌지레몬 다시 사러 갈 것임."
14,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,눈누난나,2023.12.29.,스콘 맛집! 치즈케이크도 부드럽고 촉촉해서 맛남 다만 조금 협소함
15,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,납댝복숭아,2023.12.15.,개인적으로 부암동점이 빵이 더 다양하다고 느꼈는데 서촌점은 자리가 많아서 좋았어요! 버터비스킷류 맛집🧈
16,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,주민1,2023.11.25.,"스콘 
정말 맛있더라구요. 
바로 먹을 때야 당연히 맛있는데 몇시간 지나서 차가운 걸 먹었는데 진짜 꿀맛이었음!"
17,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,뚜구리,2023.11.21.,스콘맛집 성지순례중에 들어간곳중 하나였는데 테이블 자리를 차지하고 앉으려는 사람들과 그냥 투고할 사람들을 같이 웨이팅시키면 어떡하나요? 빵은 다른 집들에 비해 그렇게 맛있는지 모르겠는데 웨이팅 방법이나 고객응대부분에서는 절대 높은 점수를 줄 수가 없네요..
18,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,:3,2023.11.20.,정보 없음
19,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,냠냠껄껄,2023.11.14.,정보 없음
20,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,팽이버섯,2023.11.13.,정보 없음
21,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,링링,2023.10.14.,"글루텐 냄새 퐉팍 나는 
살찌고 싶을때 먹는 것 
맛있다고요?"
22,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,Brown,2023.10.12.,정보 없음
23,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,꿈,2023.10.05.,"라즈베리 초코 브라우니 식감 좋아하시는 분들은
빅토리아, 레몬스콘, 레몬케익, 오렌지케익 식감 불호일 수 있고 맛도 그저그래요

분위기는 매장 구조 때문인지 소리가 울려서 시끄럽습니다

주차는 근처 공영주차장 2곳 돌아도 만차라서 포기. 대로변에 두고 왔네요

노출 콘크리트 인테리어..가 아니라 그냥 콘크리트 노출에
이층에서 삼층 계단 올라가는 곳에 창고처럼 휴지 등 물건이 쌓여있는데 근처에 식기가 있어요.."
24,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,동네주민,2023.10.05.,서촌 2호점이 조금 더 쾌적
25,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,I,2023.10.02.,"매장에서 먹는다고 따뜻한거 먹을 수 있는거 아니라서 오히려 집에 와서 데워먹는게 더 맛있네요. 매장에서 식은거 먹을땐 밀가루 맛이 좀 느껴졌는데 집에서 에프 돌려먹으니 식감도 더 좋고 맛있어요.
그리고 매장에서 먹는 맛도 맛이지만 해가 쨍쨍 들어오는데 막을 것 없는 자리들, 혹은 에어컨 바람은 직빵으로 오는 자리들... 등 애초에 편한 테이블이나 의자가 아니고 관리도 그렇게 잘 되는지 모르겠습니다. 여러모로 포장해서 먹는 걸 추천합니다... 맛이나 크기 대비 가성비는 좋다고 느껴져요. 정말 유명한 곳이라 가봤는데 매장은 포함 안되는 거였나봐요."
26,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,에엥,2023.09.28.,친절해서 좋아용. 여긴 라떼 맛집입니다. 그리고 버터>>초코>>>얼그레이 순으로 맛있는 것 같아요. 그리고 바로 먹어야 더 맛있고 생각보다 크기가 큽니다
27,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,ㅇㅇ,2023.09.18.,"롯백 팝업에서 우연히 봐서 샀는데 스콘이랑 케잌 진짜 맛있네요 괜히 줄이 긴 게 아닌가 봐요
스콘은 냉동한 거 상온에 1시간 정도 냅뒀다가 먹었는데 와,,, 고소하고 포속포속하고 맛나요 매장 가서 먹음 얼마나 더 맛날까요
케잌은 크림치즈 초코 어쩌구 먹었는데 완전 걍 파베 초콜릿 그 자체,,,,
초코 파운드만 (겉보기와 다르게 맛이 생각보다 맹맹해서) 제 스탈 아니고 다른 것들은 진짜 짱짱 맛있었어요 담에 매장도 꼭 갈게요,,,,"
28,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,승일,2023.09.08.,좋아용 ㅎㅎㅎㅎㅎㅎㅎ
29,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,하늘,2023.08.31.,정보 없음
30,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,hn,2023.08.16.,정보 없음
31,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,정민,2023.07.22.,정보 없음
32,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,미친럼사냥꾼,2023.07.22.,정보 없음
33,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,나는야이쁜이라네,2023.07.14.,케이크들이 겉보기완 다르게 많이 안 달고 담백해요 기분좋게 넘겨지는 느낌. 스콘은 정말.. 구수하달까 식사대용 빵같은 느낌으로 물리지 않고 계속 들어가더라구요. 요즘같은 고물가 시대에 이 가격에 이 퀄리티라니요! 명불허전입니다. 직원들의 친절은 덤이구요~
34,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,잘먹고다니는오징어,2023.07.05.,"🍪 약 2년만에 방문해도 여전히 스콘이 큼직하고 개성 뚜렷한 식감을 자랑하더라고요 (겉은 굉장히 빠-삭, 속은촉촉) 
☕️ 커피는 무난해도 같이 먹을 때 더욱 스콘이 맛있어요 :> 
🪑 평일 낮에 방문하면 자리는 꽤나 넉넉하고 몇 군데는 콘센트도 가까운 위치에 있어요! 꽤 오랫동안 개인 작업을 해도 괜찮을 정도의 크기와 소음 수준이어서 혼자만의 시간 보내기도 괜찮아요 
❗️스콘 포장하고 하루 지나면 좀 식감이 많이 눅눅해지니 가능하면 바로 당일 드시는 걸 추천해요!"
35,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,꽁치,2023.06.23.,정보 없음
36,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,NEonFooT,2023.05.30.,브라우니 미쳤냐 진짜 ㅠㅠㅠㅠ 넘무 맛있다
37,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,한경호,2023.05.22.,정보 없음
38,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,.,2023.05.21.,정보 없음
39,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,만도란,2023.05.20.,"절대적 가격은 조금 나가는 편이나 빵의 크기도 무척 커서 가성비가 있는 집. 스콘이 개인적으로 취향에 맞음. 브라우니나 케익, 쿠키류도 맜있는데 너무 달아서 혼자 하나 다 먹기는 어려움. 당이 많이 떨어질때 먹으면 좋을듯."
40,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,먹기위해 사는 사람,2023.05.18.,너무 달아서 제스탈은 아니예요
41,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,길치멍멍이,2023.05.10.,"최고의 스콘맛집이에요 !!
너무 맛있어요"
42,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,미숙한 미식가,2023.05.07.,진하고 맛있다
43,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,짱아,2023.05.06.,버터스콘 너무 기대 많이해서인가 별로.. 눅눅했음. 근데 크림스콘이 진짜 너무너무 맛있어서 다음에 크림스콘만 잔뜩 사 올 예정!!! 👍
44,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,Nyree 교여,2023.05.06.,정보 없음
45,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,흠,2023.05.05.,여긴^-^*  찐이쥬~*
46,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,anonymous,2023.04.29.,크럼블 생각날 때마다 가는 곳 맛있어요
47,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,짱,2023.04.25.,정보 없음
48,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,와우,2023.04.16.,정보 없음
49,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,zcxv,2023.04.13.,"콘란샵에서 팝업해서 종류별로 3만원어치나 샀는데 맛이 왜 다 똑같죠? 특히 레몬버터바 설!탕!맛이에요… 그냥 단맛. 그리고 너~무 비쌉니다 쿠키하나에 5,000원은 아닌거 같아요 비싼만큼 뭔가 있겠지 하고 샀는데 그냥 비싸기만 했네요 맘 같아선 환불하고 싶습니다"
50,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,코코넛펭귄,2023.04.11.,"당근케익 너무 맛있고 직원분들 완전 친절해여 사장님도 너무 잘해주시고 당근케익 바로 나올때 먹으면 정말 퍼슬포슬 존맛탱 입니다! 추천해요! 
다음방문때는 빵 쓸어 올꺼에여!!"
51,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,ㅇㅇㅁ,2023.04.10.,"쿠키가 엄청 크네요
코코넛쿠키??는 넘 달았고 스콘이 맛있었어요"
52,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,응,2023.03.20.,"바스크치즈케이크는 쏘쏘 치즈향이 나다가 ?설탕맛이 과하게 느껴짐
브라우니는 존맛탱"
53,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,BABA YAGA,2023.03.07.,빵이 이런 맛이 였구나 싶은 곳
54,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,김마루,2023.02.26.,"얼그레이 , 버터 스콘"
55,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,justhis,2023.02.25.,너무 달아서 혀가 아립니다
56,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,asdfqwer,2023.02.13.,"어수선해요
스콘 맛있는지 잘 모르겠습니다"
57,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,탄탄비,2023.02.06.,"그냥 서촌 들릴 때마다 반사적으로 감
모든 메뉴가 맛있다

매장에서 먹는 것은 비추천"
58,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,-,2023.02.01.,스콘 차갑고 질겨요. 커피가 맛있는 것도 아니고 매장이 깨끗한 것도 아니고 대체 왜 사람이 북적대는지 의문… 다른 건 몰라도 위생 신경 쓰시는 분들은 비추
59,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,Jina,2023.02.01.,"매장은 디저트 가득이네요. 
미국이나 유럽 가정에서 만든 디저트처럼 생겼어요. 근데 케익류는 다 완전 달달해 보여요. 다들 영국식이라고 하던데… 미국식? 아닌가요? 단 거 좋으신 분께 진짜 맛있겠어요. 
너무 단 걸 못 먹어서 사는 용기가 없었고 결국 비스킷과 기본스콘 택. 맛은 괜찮아요. 특히 비스킷은 한국에서 많이 본 적이 없었는데 딱 칸 쿠키 같이 생겼고 그 맛도 그 맛이에요. 맛있어요. 스콘은 맛있는 데가 많아서 굳이 찾아올 필요없을 뜻."
60,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,이수빈,2023.01.21.,정보 없음
61,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,☁️,2023.01.13.,브라우니랑 크럼블? 진짜 맛있어요ㅜ
62,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,gg,2023.01.04.,"이보다 더맛있는 스콘을 맛본적이 없습니다
늘 감사드립니다 번창하세요 ♡♡♡"
63,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,sserie,2022.12.24.,특별히 맛있는건 아니지만 왠지 모르게 계속 가고싶어지는 빵집
64,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,표교리정원사,2022.12.19.,"단 맛이 강해서 제 입맛에는 안맞았습니다.
몇입 먹다말게되네요"
65,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,버찌,2022.12.11.,스콘을 사세요 스콘이 진짜입니다 평소에 스콘 잘 안 먹는데 퍼석한 식감이 아니고 겉면은 바삭하고 안은 촉촉해서 맛나요… 브라우니는 단 거 좋아하시는 분들은 환장할 거예요 그치만 스콘이 계속 생각나요…
66,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,쨍하고해뜰날,2022.11.26.,먹고 나서 일정 시간이 지나면 다시 생각나는 곳
67,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,뮤뮤,2022.11.21.,"그냥 어떤 빵집 느낌
굳이 또 먹고 싶진 않은
버터비스킷이 그나마 제일 맛있었음
버터스콘 쌀로 만든 스콘 느낌의 맛과 식감 약간 새우맛도 나는 듯한
커피랑 계속 들어갈 느낌인데 막 맛있진 않음
버터 이름 붙었는데 버터향이 잘 안느껴짐 
브라우니 엄청 달다는 말 인정하고 한 입으로 당 다 충족되는 맛 평범한 맛의 브라우니
그리고 커피, 음료 가격 너무 비쌈!
아이스라떼가 6000원

한번 가본 걸로 만족!"
68,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,광화문킬러🔫,2022.11.10.,정보 없음
69,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,aki,2022.11.06.,정보 없음
70,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,냠냠뇸,2022.10.30.,몇번째 재방문인지 모르겠을정도로 스콘+쿠키 최애집!
71,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,짱,2022.10.24.,"케이크 맛없음
스콘 먹을만함
브라우니 환상적임 포장해서 꼭 얼먹하세요"
72,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,정영옥,2022.10.22.,바스크 치즈케이크랑 바나나 파운드 샀는데 둘다 넘 맛있어요. 특히 냉장고에 넣어놨다가 먹은 치즈케이크 너무너무너무 맛나요 ㅠㅠ 그 큰조각 혼자 앉은자리에서 다먹음. 느끼하지않고 너무 달지않고 최고에요. 바나나 파운드도 촉촉하고 부드럽고 굳굳
73,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,맛집발굴아티스트,2022.10.21.,"6년째 방문하는 곳,,,"
74,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,오오,2022.10.17.,스콘 막나온거 따뜻할 때 먹으니 겉은 바삭 속은 촉촉해서 넘나 맛있었어요. 너무 달지도 않고. 그동안 먹어온 퍼석한 스콘과 달랐어요.
75,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,김꺼벙,2022.10.14.,플레인스콘 브라우니 그리고 생강케익 맛집..!! 덴져러스함 ㅠㅠ
76,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,신모씨,2022.10.12.,정보 없음
77,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,jinee,2022.09.24.,"부암동에서 시작한 SCOFF를 처음 방문후 변치않는 영국식 스콘이 좋아 종종 들립니다.! 브라우니 와 레몬 케잌 모두 맛있네요~^^ (서촌의 카페
인더스터럴 한분위기 좋슺니다.. 하지만 항상 가득가득한 손님들로..; 오래 앉아 있지는 못하네요.)"
78,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,dia22,2022.09.20.,스콘이라기보단 빵느낌? 새로운 식감이네요~
79,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,MJ,2022.08.28.,정보 없음
80,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,mnnm_,2022.08.21.,매장이용이 불편해요 그냥 포장해서 가져가야하는 곳
81,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,Go on,2022.08.12.,버터스콘 맛있어요.. 퍼석퍼석 부서지는 느낌이 아니고 약간 더 찰진 식감이라 좋네요 :-)
82,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,냠냐라냠,2022.08.12.,"가게 안에 가득한 버터랑 초콜릿 냄새에 정신줄 잃고 담게되는 곳, 달고 기름지고 커다란 디저트들이 가득해서 빵순이라면 한번쯤은 방문해야 한다. 스콘은 퐁신?한 편. 오히려 좋아~"
83,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,^^,2022.08.08.,정보 없음
84,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,알로하,2022.07.28.,"버터스콘 맛집
분위기가 좋아요~"
85,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,괜차,2022.07.24.,달고 맛이 진해요 또가려고요
86,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,하예성,2022.07.21.,정보 없음
87,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,파이리,2022.07.11.,브라우니 ♪♪♪ 달아요… 꼭 참고하시길.. 혀가 오그라들정도.. 스콘은 괜츈
88,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,유니,2022.07.06.,브라우니와 오렌지바닐라케이크 꿀조합
89,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,ㅎㅅㅎ,2022.07.01.,브라우니♥
90,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,마리오,2022.06.29.,스콘의 전설같은 맛집
91,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,togo,2022.06.19.,스콘보다는 레몬케익이나 생강케익 오렌지케익 같은게 취향.
92,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,라블리,2022.06.19.,사람이 너무 많은데 매장은 좁아여... 그래서 포장해왔는데 브라우니가 살살 녹음
93,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,용릠,2022.05.22.,정보 없음
94,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,대철이,2022.05.20.,"the parmesan scones are just omg amazing - during easter they did hot cross buns too, just sooooooo big and sooooo good"
95,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,짜다짜,2022.05.08.,브라우니 위에 티라미슈 올리지만 않으면 맛남
96,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,진느,2022.05.02.,기본 버터스콘 기대했는데 더 버터맛이 많이 났으면 좋았을듯.그냥 빵같은 느낌이 강했어요.
97,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,James,2022.04.25.,"I’m just visiting Korea from the UK, I visiting Scoff with a Korean friend of mine who is an Anglophile. What Socff make is authentically British where the moment I stepped in, the smell of the baked goods felt like I was back in my grandmother’s kitchen. Tasty products where 1 that I do recommend, is the parmesan scone. A must for any Brit who lives and works or in my case, travelling around Seoul who misses the comforts of our home country."
98,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,벨튀녀,2022.04.20.,브라우니 최고...
99,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,왠만해선 맛으로만 논...,2022.04.17.,와우 브라우니 인정. 다음에 또 간다.
100,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,맛컬렉터,2022.04.14.,"최고의 브라우니.. 스코프 가려고 서촌에 간다.
얼려서 먹으면 진짜 맛있다"
101,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,냠,2022.03.30.,스콘맛집
102,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,- -,2022.03.28.,정보 없음
103,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,돈 아껴주는 사람,2022.03.23.,"여기 브라우니가 제일 맛있음.
한동안 야기 브라우니에 꽂혀가지고"
104,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,애옹,2022.03.09.,정보 없음
105,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,짱구,2022.03.02.,정보 없음
106,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,duying,2022.03.01.,정보 없음
107,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,돼지감자,2022.02.16.,스콘이랑 쿠키가 너무 커서 브라우니만 사왔었는데 먹고 남은거 냉장고에 넣어뒀다가 12일이나 지난 오늘 꺼내먹었는데도 맛이 안변하고 그대로네요!! 좀 달긴한데 꾸덕하고 너무 맛있어요~
108,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,임병승,2022.02.13.,맛잇긴하나 마감할때 빵옆에서 청소기 돌리는 거 보고 충격
109,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,홀리폴리,2022.02.13.,좀 달긴해도 맛있는
110,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,투턱한나,2022.02.13.,"매장 빵 냄새가 너무 좋아서 홀린듯 포장했는데요..
치즈스콘 너무 맛맛임..피스타치오 브라우니도 너무 맛있어요.."
111,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,ggim,2022.02.06.,스콘 넘 맛있어용
112,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,Jinny,2022.01.31.,"먹어본 스콘 중 제일 촉촉했어요-!
브라우니는 눈으로 보는 재미만큼 맛은 못 따라오는 느낌을 받았습니다ㅠㅜ"
113,1,스코프 서촌점,서울 종로구 필운대로5가길 31 (누하동),3.9,224.0,노빠꾸상남자,2022.01.30.,다양한 종류의 브라우니가 많아서 골라먹는 재미가 있었습니다.
