,Platform,Number,Store,Address,Addr,Review_score,Review_counts,ID,Date,Review_text,Time
11,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,KIM :D,2024.02.14.,정보 없음,2024-04-07 - 01:30:22
12,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,MK,2024.02.14.,"유자월병 추천. 대부분 빵, 케잌류들이 옛날방식을 일부러 고수하는 듯. 일부러 태극당에 가기위해 찾지는 않지만 장충동에 족발 먹으러 가는 날은 디저트 먹으러 들리게 됨.",2024-04-07 - 01:30:36
13,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,송구리,2024.02.06.,너무 비싸🥲,2024-04-07 - 01:30:49
14,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,.,2024.02.02.,카운터 가운데 남자 ○○○○ 기분 잡침,2024-04-07 - 01:31:02
15,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,OJ,2024.02.02.,정보 없음,2024-04-07 - 01:31:22
16,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,김 현호,2024.01.31.,정보 없음,2024-04-07 - 01:31:42
17,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,마샬리스,2024.01.30.,"버터크림 케이크 2호 ₩38,000

어릴 적 맛있게 먹었던 버터크림 케이크가 계속 생각나서 샀어요. 
추억은 추억으로 간직할 때가 가장 좋은법이죠.
왜이리 느끼한지. 휴...
빵은 촉촉하지 않고 거친편입니다.

빵은 다른분들 지적처럼 전반적으로 비쌉니다.

직원이 불친절하단 후기가 많은데 제가 갔을 땐 친절했어요. 그런데 예전에 갔을 때 불친절하단 느낌은 들었었어요. 그땐 빵 계산대, 커피 계산대 계신분들이 다들 무표정, 무뚝뚝하게 응대했었거든요.",2024-04-07 - 01:31:55
18,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,성규,2024.01.23.,정보 없음,2024-04-07 - 01:32:15
19,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,Woo,2024.01.20.,정보 없음,2024-04-07 - 01:32:35
20,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,오잉,2024.01.18.,"빵은 참 맛있고 분위기도 좋은데 직원분의 화법과 태도가 많이 아쉽습니다  
기분좋게 왔다가 상처받고 갑니다.",2024-04-07 - 01:32:48
21,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,.,2024.01.13.,맛있어요,2024-04-07 - 01:33:02
22,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,돌짜기,2023.12.23.,모나카 아이스크림 너무 삐싼데 매우 맛있어요,2024-04-07 - 01:33:15
23,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,별보러캠GO,2023.12.17.,오래전 방문했던 그때 그모습이 대부분 남아있고 모나카의 맛도 같다.,2024-04-07 - 01:33:28
24,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,정호성,2023.12.14.,정보 없음,2024-04-07 - 01:33:48
25,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,Markjacob,2023.12.11.,"80년대의 레트로한 베이커리 모습을 그대로 유지하고 있는 곳. 매장 분위기나 포장지, 빵맛 모두 80년대 그대로를 유지하고 있어서 시니어들에게는 추억을, 젊은이들에게는 호기심을 불러일으키는 곳. 대표메뉴는 모나카 아이스크림으로 바삭한 겉면과 바닐라 아이스크림으로 꽉찬 속맛의 조화가 훌륭. 이 밖에 버터빵, 버터케익 등도 유명. 케익 디자인도 옛날 느낌 물씬. 빵맛도 훌륭하지만 분위기때문에 더 가게 되는 곳!",2024-04-07 - 01:34:01
26,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,luvme,2023.12.09.,정보 없음,2024-04-07 - 01:34:21
27,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,Jieun Jeong,2023.12.03.,"11/26일 매장 직원 실수로 포장해 온 제품 중 ‘모나카 누락’ 이슈가 있었습니다. 집에 도착하자마자 카드사 통해 전화를 주셨구요. 저는 당연히 퀵으로라도 보내주려 하실 줄 알았는데 먼저 환불 이야기를 하시더군요. 

대처가 너무 황당했습니다.
심지어 봉투 받을 때 재차 모나카를 넣어주셨는지 여쭸을 때 와이프가 받아갔다고 하셨어요...

해외 출장 후 어제(12/2일) 들르겠다고 했고, 바빠서 들르지 못했더니 직접 전화까지 하셨죠? 언제 오시냐고.. 그래서 저는 제대로 사과라도 하시려고 하는건가 생각했네요.

오늘(12/3일) 방문해서 자초지종 설명하니 처음 뵙는 직원분이 저랑 와이프에게 모나카 하나씩 쥐어주고 일 마무리 지으시던데..

직원 실수로 일부러 시간 내 재방문까지 한 손님에 대한 메뉴얼이 전혀 없나봅니다. 굳이 태극당에서 십 만원어치 빵을 산 제가 호구였네요.",2024-04-07 - 01:34:35
28,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,웨,2023.11.27.,정보 없음,2024-04-07 - 01:34:55
29,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,조광일,2023.11.27.,정보 없음,2024-04-07 - 01:35:14
30,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,김이곤,2023.11.10.,"직원들너무사오정같고 친절청결상태. 엉망
기본적인청결상태도 안가추고장사하는건좀?",2024-04-07 - 01:35:28
31,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,아멀라,2023.11.06.,정보 없음,2024-04-07 - 01:35:48
32,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,랄라 김현정,2023.11.03.,정보 없음,2024-04-07 - 01:36:08
33,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,siol,2023.10.05.,머라 할말이......,2024-04-07 - 01:36:21
34,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,똘구박사,2023.10.03.,"10월 2일  21시 영업종료전 방문.
*맛이야 이제까지 안망했으니 그럭저럭.
**주차공간없음
***카운터 감정노동자 응대부탁드린다고 해놓고, 고객에 대한 친절 교육은 안하시는지. ..
-고객문의에 손짓응대, 명찰 거꾸로 달기, 딱딱한 말투.

더 사려다가 일부러 안 사게됨.",2024-04-07 - 01:36:34
35,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,당근,2023.09.24.,9월24일 17시55분 포스기 맡은 여자 카운터 손님에게 빵 종이백을 툭 던지고 상당히 불쾌한 표정과 언행을 했는데 일정이 바빠 바로 나왔는데요? 사과받고싶은데 내일 제가 찾아가던지 아니면 교육을 똑바로시키던지 조치를 좀해주시죠.,2024-04-07 - 01:36:47
36,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,초코민트,2023.09.17.,"가격이 사악하고..
덴마크빵(8000원) 먹다가
빵 사이에서 나온 저 작은
까만 털 같은 건 머죠.????
그리고 오래된 밀가루맛..ㅠ

오래됐다고 추억 어떻고 하는데
인테리어로 장사하는 것인지..
빵이 너무 비싸고 맛없는거 아닌가.
후기들도 딱히..",2024-04-07 - 01:37:01
37,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,뽠따스틱 갱군,2023.09.10.,"(2023.09.09 방문) 독특한 인테리어와 옛느낌 물씬 풍기는 빵들. 모나카 먹으러 들림. 팥빙수와 음료도 맛나긴한데, 빵들은 너무 올드함. 같이 방문한 어르신들은 옛 추억 생각 난다고 좋아하심.",2024-04-07 - 01:37:14
38,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,도슐랭가이드,2023.09.08.,근처에 가면 한번 들를만한 곳,2024-04-07 - 01:37:27
39,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,wou,2023.08.22.,비싸고 맛없고 여자 매니저 바뀌었나 모르겠네요 좀 개선되길,2024-04-07 - 01:37:40
40,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,김아싸,2023.08.19.,옛날 아이스크림 맛 나고 맛있어용,2024-04-07 - 01:37:54
41,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,푸다뱅,2023.08.16.,"할저씨들의 베이커리 카페 태극당입니다, 역사는 대한민국 산증인하는 빵집이고 대부분의 어르신들이 어렸을 때부터 먹어왔던 빵집입니다. 주말에 갔더니 어르신들이 이렇게 줄 서본 적은 빵집에서 처음 봅니다.여기는 모든 빵들이 다채롭고 엄청 많지만 역시 모나카는 빠질 수 없죠. 어르신들의 디저트 모나카는 붕어싸만코의 업그레이드 버전입니다. 촉촉한 겉빵과 속은 바닐라 아이스크림은 밖이 추워도 들어가는 맛입니다. 크림빵도 하나 먹어봤는데 입가 다 묻히고 먹는 푸짐한 빵입니다👍",2024-04-07 - 01:38:07
42,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,동굴,2023.08.10.,와 여기 빵값 왜이래요? 요즘 빵값 오른거야 잘 알고 있지만 여긴 너무 심한데요 빵 한개가 저렴한 식사 한끼 육박하네요 빵 여러개 구매해서 드시는분들 리스펙 합니다..,2024-04-07 - 01:38:20
43,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,호야,2023.08.10.,종류 다양하고 좋아요,2024-04-07 - 01:38:34
44,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,ㅇㅎㅎ,2023.08.03.,추억의 버터크림케이크. 담엔 꼭 모카케이크를 먹어보고 싶네요! 시트가 촉촉하고 견과류가 들어있어요~,2024-04-07 - 01:38:47
45,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,.,2023.07.24.,정보 없음,2024-04-07 - 01:39:07
46,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,맛있다,2023.07.14.,정보 없음,2024-04-07 - 01:39:27
47,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,jeju22,2023.07.12.,추억대비... 좀...,2024-04-07 - 01:39:40
48,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,개소리하고자빠졌네,2023.07.08.,"버터케잌을 판매하는 유일한 빵집.
나에겐 그것 만으로도 가치 있다.",2024-04-07 - 01:39:53
49,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,엄격한미식가,2023.07.08.,"아따 마 태극당 수회차 방문했다 아입니꺼
엄격한미식가

아이스께끼 모나카로 유명한데 크림빵부터 빙수까지 옛날맛 갬성 어른신들 모시고오면 무조건 성공",2024-04-07 - 01:40:07
50,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,Ian,2023.06.25.,맛 청결 친절. 삼박자 모두 박치,2024-04-07 - 01:40:20
51,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,개리,2023.06.20.,정보 없음,2024-04-07 - 01:40:40
52,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,아름다운봄,2023.06.12.,맛도 좋고 분위기도 좋고 부모님도 좋아하시는 빵집,2024-04-07 - 01:40:53
53,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,맛캣,2023.06.06.,맛을 기대하고 오면 안되는 집,2024-04-07 - 01:41:06
54,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,바오바오,2023.06.03.,추억으로 오는곳,2024-04-07 - 01:41:20
55,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,손,2023.05.28.,역사가 있는 곳. 만이 획득할 수 있는 분위기,2024-04-07 - 01:41:33
56,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,홍모,2023.05.22.,추억이 살아 숨쉬는 곳 맛도 옛날 느낌,2024-04-07 - 01:41:46
57,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,이주영,2023.05.19.,"그냥 한번은 올만한....ㅎㅎ
굳이 여길 찾아오기보단 근처거나 지나가면서 들리면될듯
빵 가격 좀 쌤 근데 서울 한복판에서 장사하고 직원월급 제품원가등 생각하면 끄덕거리는 수준",2024-04-07 - 01:41:59
58,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,흰상어,2023.05.16.,"태극당 안쪽 카페 남자 알바들 일단 손님 안 쳐다 봄. 
눈 마주쳐서 주문하려 하면 짜증 한 바가지 담아서 기다려 달라고 소리 지름. 체할 거 같아 그냥 나옴. 사장님! 알바생 교육 좀 시키세요!!!",2024-04-07 - 01:42:13
59,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,왕지영,2023.05.15.,정보 없음,2024-04-07 - 01:42:33
60,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,ISTJ,2023.05.14.,"옛날보다 맛있어진건 기분 탓일까
없어진 메뉴들도 있지만 옛날 그대로의 느낌을 갖고있는 베이커리",2024-04-07 - 01:42:46
61,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,바나나우유,2023.05.08.,"가격은 조금쎈편인데 빵맛은 부드럽고 맛있어요
서울에서 가장 오래된 빵집 이라더니 이유가 다 있었네요
맛이 없었으면  80년동안 장사 못하쥬..",2024-04-07 - 01:42:59
62,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,별림언니,2023.05.04.,아이스모나카와 사라다빵이 생각나면 들르는 집,2024-04-07 - 01:43:12
63,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,너른들,2023.05.03.,여기는 유명한 곳ㆍㆍㆍ,2024-04-07 - 01:43:26
64,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,마냥,2023.04.15.,오랜 만에 갔는 데 역시 맛있네요.,2024-04-07 - 01:43:39
65,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,숲2,2023.04.09.,"23년 4월 8일
계산해주던 직원의 태도가 너무 불쾌해서 다시는 안 갈듯 합니다.
꾸준히 직원 태도 관련 후기가 달리는 것 같은데
요새 맛있는 빵집이 널렸는데 굳이 손님 무안 주는 가게를 찾아갈 이유가 없네요.
옥수수빵 사먹었는데 맛도 별로였어요.",2024-04-07 - 01:43:52
66,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,헬로,2023.04.01.,정보 없음,2024-04-07 - 01:44:12
67,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,닐리리맘보,2023.03.27.,비싸고 맛있는데 직원 불친절 기분나빠여,2024-04-07 - 01:44:25
68,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,hodori99,2023.03.22.,여기 언제나 참 맛있는 거 같아요,2024-04-07 - 01:44:39
69,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,.,2023.03.21.,비싼데 맛있어요,2024-04-07 - 01:44:52
70,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,익명,2023.03.18.,정보 없음,2024-04-07 - 01:45:12
71,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,카.맵 망하지마,2023.03.16.,2022년 10월 22일 오후 7시에 일하던 남직원 인성이 터진거 가타요ㅜ.ㅜ 태극당은 직원교육을 제대로 시켜야 할 것 같아요~ 다른 리뷰들도 직원 태도에 대해 많이 말하는 걸 보니..!! 꼭 꼭 인성 된 사람을 뽑으시길! 아 그리고 돈 화장실에 손 씻는 비누도 없던데... 혹쉬 빵 파는 직원들도 손 안씻나요.....? 근데 사실 마싯는 빵이 없는데 가격은 비싸서 다신 안갈거같아요!ㅎㅎ,2024-04-07 - 01:45:25
72,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,U뀽E,2023.03.02.,정보 없음,2024-04-07 - 01:45:45
73,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,솔직한리뷰,2023.02.28.,모나카 아이스크림 👍👍,2024-04-07 - 01:45:58
74,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,RGJ,2023.02.22.,역사 박물관에 와있는 듯 한 느낌. 가격이 쎄다.,2024-04-07 - 01:46:12
75,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,이건민,2023.02.10.,평범해요,2024-04-07 - 01:46:25
76,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,유진,2023.02.08.,직원이 너무 불친절해서 기분이 상했네요.. 계속 생각나서 다시는 안갈듯합니다,2024-04-07 - 01:46:38
77,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,HR stuff,2023.02.06.,맛은 둘째치고.. 알바생들 진짜 불친절.. *가지 없다고 까지 얘기하고 싶지는 않은데 자연스럽게 그런 말이 떠오르는 응대.. 놀랍다. 빵 결제하는 알바생에서 불친절 한번 느끼고 음료주문할 때 결정적으로 다시 더 느낌.,2024-04-07 - 01:46:51
78,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,메모,2023.01.28.,커피..맛없엉..,2024-04-07 - 01:47:05
79,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,JHLEE,2023.01.21.,정보 없음,2024-04-07 - 01:47:25
80,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,qqq,2023.01.15.,정보 없음,2024-04-07 - 01:47:45
81,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,아하하하,2023.01.01.,"케이크 너무 맛있어요.
라떼 자주 먹는데 라떼도 너무 맛있습니다.
강력 추천!!!",2024-04-07 - 01:47:58
82,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,이성규,2022.12.22.,"단팥빵과 사라다빵은 최고
하지만 모나카는 좀 더 달았으면 좋겠어요",2024-04-07 - 01:48:11
83,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,y,2022.12.19.,정보 없음,2024-04-07 - 01:48:31
84,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,응애,2022.12.08.,"비엔나 커피 맛있어요
찹쌀 모나카 이에 굉장히 붙지만 담백하고 맛있어요 물고기도 있어요 귀여워요",2024-04-07 - 01:48:44
85,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,전찬성,2022.11.25.,"여기 안 망하는 것도 참 신기하다
찍찍찍찍찍",2024-04-07 - 01:48:58
86,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,ㅂㅂㅂ,2022.10.28.,2022년 10월 28일 오후5시40분쯤 방문했습니다 계산하는 남자분 정말 불친절하네요 모나카 두박스 포장만 요청했을뿐인데... 감사하다는 인사도 손님인 저만 하고 있었습니다 기본 응대는 해주시죠,2024-04-07 - 01:49:11
87,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,미키,2022.10.26.,바게트없는 빵집은 처음봄 가격은 사악 전국최고명장의 소금빵보다 비싼 소금빵  살거없는빵집  안망한게 희안하네,2024-04-07 - 01:49:24
88,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,박창희,2022.10.23.,"계산하는 점원들 불친절, 기분 나쁜 상황 많음
포인트 적립 꼭 하세요 (5천점 이상 적립해야 사용가능)
WiFi 접속 잘 안됨",2024-04-07 - 01:49:37
89,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,디저트맨,2022.10.22.,"모나카아이스크림을 팔면서..냉동제품팔면서 드라이아이스포장이 안된단요.... 20분....
기본아닌가요?.... 태극당이 ㅋㅋ집앞에있는 빵집도아니구...",2024-04-07 - 01:49:51
90,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,치킨져앙,2022.10.10.,빵집인데 빵이 맛이 없음...해바라기 쿠키였나 그건 맛있었는데 다른빵들은 너무 비싼 거에비해서 맛이 평범했어요ㅜㅜ 모나카 아이스크림도 그저 그랬습니다,2024-04-07 - 01:50:04
91,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,aki,2022.10.01.,정보 없음,2024-04-07 - 01:50:24
92,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,지구,2022.09.26.,"가격은 비싸지만 한번쯤은 가볼만한 곳이라고 생각합니다~
빵에 대한 평가는 생각보다 낮아서 처음 가신다면 모나카 아이스크림 추천드려요!
그리고 매장 규모가 크고 웅장(?)해서 고전 + 이국적인 분위기가 좋습니다
저는 이 모나카 아이스크림 때문이라도 자주 가고있어요 ㅎㅎ ㅋㅋ",2024-04-07 - 01:50:37
93,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,뚜벅이,2022.09.14.,정보 없음,2024-04-07 - 01:50:57
94,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,🗡Han⚔️,2022.08.30.,"명성에 비해 부족한 맛
가격은 너무 비쌈",2024-04-07 - 01:51:10
95,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,flow,2022.08.27.,정보 없음,2024-04-07 - 01:51:30
96,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,빛님,2022.08.21.,정보 없음,2024-04-07 - 01:51:50
97,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,rainyblue,2022.08.15.,정보 없음,2024-04-07 - 01:52:10
98,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,hm,2022.08.09.,크림단팥빵 모나카아이스크림 조아,2024-04-07 - 01:52:23
99,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,김록운,2022.08.09.,"빵은 그냥 옛날빵입니다. 나쁘지도 않고 뛰어나지도 않습니다.

다만 충격적이었던게 화장실이 우리집 방보다 럭셔리합니다ㄷㄷㄷ",2024-04-07 - 01:52:37
100,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,khj405,2022.07.31.,정보 없음,2024-04-07 - 01:52:57
101,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,춘식이,2022.07.24.,명성에 비하면 별로,2024-04-07 - 01:53:10
102,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,KwonGGongch...,2022.07.16.,"#내돈내산 #내돈내먹

이 유명한 곳을 지나다니기만 
하다가 이제야 처음 가봤네요 
커피맛도 괜찮았고 옛날식 팥빙수 
맛있어요 그리고 친구가 모나카
아이스크림을 사줘서 나중에 
집에서 먹어봤는데 많이 달지
않아서 전 좋더라고요 >_< b 

2022/05/09 (월) 
태극당 3인 주문 메뉴 
팥빙수A 12.5 
아메리카노 3잔 12.9  
모나카아이스크림 
10개입 28.0 
총합계금액 ￦53,400 

#권꽁치 #꽁치필름 #꽁치그라피 
#장충동카페 #동대입구역카페  
#태극당 #베이커리카페",2024-04-07 - 01:53:23
103,Kakao,1,태극당,서울 중구 동호로24길 7 (장충동2가),서울 중구,3.3,273.0,탑,2022.07.06.,"밑에 있는 경우와 다르게 직원분들이 잘 응대해주셔서 좋았고, 빵은 당연히 맛이 있었습니다. 모니카랑 생크림빵을 자주 사먹는데 훌륭하네요!",2024-04-07 - 01:53:36
