,Platform,Number,Store,Address,addr,Review_score,Review_counts,ID,Date,Review_text
44,Kakao,2,라이언베이커,서울 은평구 증산로17길 22-1 1층 (신사동),서울 은평구,4.9,35.0,:),2022.08.20.,사장님도 너무 친절하시고 소금빵 존맛…!
45,Kakao,2,라이언베이커,서울 은평구 증산로17길 22-1 1층 (신사동),서울 은평구,4.9,35.0,뿌리,2022.08.10.,분위기 좋고 맛있어요~!!! 소금빵 강추!
46,Kakao,2,라이언베이커,서울 은평구 증산로17길 22-1 1층 (신사동),서울 은평구,4.9,35.0,Bona,2022.08.07.,"소금빵 진짜 맛있더라구요
자주 갈게요 !!"
47,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,누피,2024.04.03.,"빵 맛있고 쾌적하고 자리도 편해요 
손님 몰릴때도 친절하십니다 
치아바타, 식빵 등 식사빵 종류보다는 달달한 간식빵이 더 맛있습니다"
48,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,띵,2024.03.23.,빵 진짜 맛있네요...
49,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,최우한,2024.02.12.,정보 없음
50,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,이지,2024.02.11.,소금빵 크로와상 퀸아망 등 모두 맛있습니다
51,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,xx,2024.02.06.,밤빵이랑 바게트랑 치아바타 너무 맛있어요!!!!
52,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,haha,2023.11.11.,"몽블랑, 커피 👍🏻"
53,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,몽,2023.10.30.,"가격이 저렴한 편은 아닌데, 빵 종류도 많고 맛있어요! 퀸아망은 극락의 맛입니다"
54,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,주영,2023.10.16.,"자주 가는데, 빵 다 맛있어요😚
특히 퀸아망, 까눌레를 추천합니다. 아 식빵도 맛있어요! 카페 분위기도 좋고 예뻐요
빵 종류 더 늘려주세요 사장님~~~"
55,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,뻐스,2023.09.22.,동네에 생겨주셔서 감사합니다.
56,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,민트에코,2023.09.03.,빵도 커피도 분위기도 맛집. 동네 주민한테 추천받고 왔다가 며칠만에 바로 재방문했어요. 동네에 이런 곳 있다는 게 넘 좋아요!!! 빵도 다 직접 만드시던데 맛있어요.
57,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,최정한,2023.07.14.,존맛탱 분위기쩐다..
58,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,:),2023.07.06.,"자주 방문하는 동네 카페
갈 때 마다 겁나 친절한 우리 사쟝님ㅎㅎ

커피 맛있고 강아지 대려오면 걸어두는 자리도있어요!"
59,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,권준영,2023.07.06.,"동네에 이런곳이..
커피도 맛있고, 빵도 맛있고 사장님도 맛.. 아니 엄청 친절하세요 ..!"
60,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,김지훈****Jay,2023.06.28.,빵 정말 맛있어요. 소금빵 밤빵 자주 먹게 되네요!
61,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,ththe,2023.06.28.,"빵도 넘 맛있고 분위기도 좋아요
다만 각 자리마다 가방을 보관할 수 있는 보관 바구니같은 게 있다면 더 좋을 것 같아용 ㅎㅎ"
62,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,연어,2023.06.09.,"시그니처 커피두 맛있고 오렌지초코몽블랑 너무 맛있어요ㅠㅠ 여기는 다 맛있는 집인듯!! 
공간도 좋아서 자주 갈듯해요!!"
63,Kakao,3,펀스터,서울 은평구 증산로3길 8-15 1층 (증산동),서울 은평구,5.0,17.0,꺄륵,2023.05.25.,카페 분위기도 좋고 커피도 맛있어요!!
64,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,._.,2023.08.06.,여기는 처음에 1인 사장님께서 하셨을 때 진짜 어메이징한 맛이었는데 f&b 회사에서 프렌차이즈 화 하자고 한 뒤로 맛이나 속재료가 예전만 하지 못하게 되어 아쉬운 곳입니다. 갠적으로 호두식빵이랑 이나까가 진짜 맛있어요! 예전앤 밤식빵도 밤이 가득해서 좋았는데 요즘은ㅜ
65,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,이상현,2022.09.17.,"처음 방문해서 우유식빵 사와봤는데 아주 맛있었습니다. 
입맛 까다로운 딸래미랑 남편이 좋아하네요~
1주에 한번씩 요 근처 오는데 그때마다 사가야겠어요. 
담엔 크랜베리 식빵이나 다른 식빵들도 시도해보고 싶네요. 
은평사랑상품권 사용 가능했습니다."
66,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,맛있는게좋아,2022.01.11.,"식빵집이지만 발효빵보단 제과류가 맛있었어요.
쌀카스테라가 부드럽고 맛있습니다.
식빵은 조금 과발효시키는 감이 있습니다."
67,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,히응히응,2021.08.11.,"인테리어가 업이다 보니 좋은 공간을 보기 위해서 여기 저기 돌아다니며 이런 저런 카페를 많이 다닌다.
그런 곳에가서 디저트 두어개와 커피 한 두잔이면 2만원이 훌쩍 넘어간다. 한나식빵에서 파는 빵들은 퀄리티에 비해 금액이 비싸지도 않다. 어제 퇴근이 늦은 아홉시가 되기전 아침에 먹으려고 빵을 사서 갈까 해서 들렸다 이사 온지는 몇개월이 되었지만 이때까지 들리지않은 이유는 글자의 무게를 모르는 사람들이 휘갈겨 쓴 리뷰에 나 또한 선동당해 가는게 꺼려졌었다.

불친절하다는 사장님께서도 불친절하지 않으셨고 빵이 맛이 없다고 하시는 분들은 신라호텔에서만 식사를 하는지도 궁금했다. 글자 몇개로 사람을 죽일 수 있다는 걸 알게 된 사회에서도 아직 이러는게  믿어지지가 않는다.

본인처럼 선동당해 방문을 꺼리거나 선입견이 생긴 사람들이라면 꼭 방문해보길 바란다
살면서 먹어본 우유 식빵 중 제일 맛있고 식감도 좋았다 꼭 한번 방문해보시길"
68,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,Mental 갑.,2021.06.06.,몇년만에 큰 기대로들렸는데. 왜 이리 망가졌나요?  다신  안갑니다.
69,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,거짓말못해요,2020.10.03.,앙버터 소가 점점 줄어드네요 이러다 없어질듯
70,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,두부두분,2020.04.22.,방송을 믿을 수 없다는 걸 몸소 알려준가게 솔직히 맛있었다. 방송타고 동네라 찾아갔는데 손님은 한 두명이었고 방송은 ○○○○쇼였다 방송타면서 식빵열풍에 체인점까지 나름 인기를  얻고있는데 예전만큼 열성적이지도않고 그러다보니까 빵맛도 별로고 그냥 동네빵집이 되어버렸다 장사도 잘 안하는지 할 마음이 없는지 불도 다 꺼놓고 장사한다 사람이 망가지거나 바뀐거같다
71,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,더로이,2019.10.08.,오우 이 정도 가격 받을만한 퀄러티 아니에요.
72,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,나영수,2018.10.16.,빵은 먹을만한데 주인 서비스마인드가 별로임 손님와도 인사도 없고 핸드폰통화 계속하고 빵도 뜨거워서 못잘라준다하는데 하나도 안뜨거움 ㅋㅋㅋㅋㅋ 걍 이 가격이면 파리바케트 가세요
73,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,서지,2018.03.11.,정보 없음
74,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,고독한 탐식가,2018.02.28.,"'생활의 달인' 추천의 전국 5대 식빵. 5대 식빵 중에서 연남동 '미소식빵'과 신촌 '김진환제과점'은 알겠는데 나머지는 어디인지 ?  유기농 재료를 사용한, 건강한 식빵으로 유명한데 베스트셀러인 밤식빵은 푸짐하게 들어간 밤과 쫀득한 식감의 어우러짐이 일품이다."
75,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,송정섭,2016.11.25.,메뉴는 오로지 식빵만~~ 가게 설비가 너무 적어 식빵이 한시간에 12개 정도만 나오니 누구입에 붙여~~일인당 한개~~당분간은 안가는게 좋을듯~~한시간 기다려 번호표 받고 또 한시간 기다리고~~손님도 적지않지만 나오는 빵이 너무 적어서리~~
76,Kakao,4,한나식빵 본사,서울 은평구 가좌로7길 9 (응암동),서울 은평구,3.2,13.0,Charlie Jin,2016.09.02.,"최고의 식빵.  유기농.  오랜 숙성. 좋은 재료.
하루 제한된 량과 교통이 불편해서 구입을 하는게 문제
(어느 경우에는 40분 기다리라고 함 - 예약을 해 놓고 예약된 빵 나오는 시간에 가서 픽업하는 것이 최상책)
테이블은 창가에 붙은 작은 것 딱 하나 있음. 사진은 크랜베리 식빵."
77,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,빠삐용,2024.03.31.,"소금빵 맛있음..
시간대별로 빵이 나와서 잘 보고 가세요~"
78,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,차영인,2024.03.26.,"맛도 좋았고 직원도 친절해서 집에와서 기분좋게 
먹었습니다~"
79,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,.,2024.03.19.,"18일 오후 직원분인지 사장님인지
되게 불친절하심
조용히 빵만 사러 간 사람한테 불만 있으세요?"
80,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,DA(안좋으면귀찮아서...,2024.02.22.,바닥이 바삭하고 속은 촉촉한 소금빵.. 특히 명란감태소금빵이 맛있어요.. 제과점은 테이크아웃만 가능
81,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,애볼,2024.02.20.,두번째 방문인데 오늘은 계란비린맛이 나서 다 못먹었어요 에그타루트는 맛있었어요 근데 방문때마다 느끼는건데 오늘 오후 단발머리 직원뷴은 너무 불친절하네요 ㅠ
82,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,bb2828,2024.01.30.,"라이언베이커 새절역점에서 먹어보고 반해서
품절난 빵 찾으러 본점까지 찾아온 사람 나야나...
사장님 신메뉴 땅콩찰빵 초코찰빵 너무 맛있어요!!!"
83,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,룰루랄라,2024.01.28.,정보 없음
84,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,hh,2024.01.27.,생크림 케이크랑 소금빵 맛있어요! 직원분도 친절하십니다.
85,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,R,2024.01.12.,정보 없음
86,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,aa,2023.12.26.,"제과류도 괜찮은데 (일부러 찾아올 맛은 아닌데 가격이 훌륭함) 소금빵 유명한 이유가 있더라구요 바닥 빠작빠작하면서 고소하고 존맛 다음에는 케이크도 먹어볼 거예요
23.7.6
+++
케이크는 그저 그렇네요^^;;"
87,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,coco,2023.12.22.,"그냥 계속 생각나는 빵집입니다. 케이크도 맛있고
케이크 한조각 이상을 먹어 본적 없는데 여기꺼는 너무 맛있게 한번에 두조각도 거뜬하게 먹었네요."
88,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,@-@,2023.11.19.,사장님이 엄청 친절하고 빵 종류별로 다 맛있어서 자주 가고 싶어요!
89,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,쿄효효호,2023.10.02.,역대급 소금빵 디저트
90,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,이홍규,2023.08.28.,가성비 좋은 디저트네요.
91,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,ㅇㅇ,2023.08.13.,까눌레 빨미까레 맛있네요
92,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,keypoint,2023.07.22.,"소금빵이 너무 맛있고 아메리카노랑도 너무 잘 어울리네요.
집주변에 맛있는 빵집이 생겨서 너무 좋아요."
93,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,언제나청춘,2023.07.11.,소금빵과 프레첼이 맛있습니다.
94,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,.,2023.07.04.,너무 유명해져서 나중엔 품절돼서 못살까봐 걱정이다. 그정도로 모든 빵이 다 맛있음.
95,Kakao,5,라이언베이커 제과점,서울 은평구 통일로 767 지하1층 B123호 (대조동),서울 은평구,4.4,19.0,디니,2023.06.09.,커피도 맛있고 베이커리류는 더 맛있습니다!!
96,Kakao,6,노블티,서울 은평구 연서로 514 1층 (진관동),서울 은평구,4.0,13.0,백곰,2024.03.17.,괜찮긴한데 노래 잔잔한 클래식같은거만 틀어도 가게 분위기가 확살것같아요.. 카페에서 브리트니스피어스 노래가 나오네요..
97,Kakao,6,노블티,서울 은평구 연서로 514 1층 (진관동),서울 은평구,4.0,13.0,쩝쩝박사,2024.02.09.,"주차와 뷰는 좋았으나 딱 그정도 빵은 너무 평범한데, 사장이 불친절하여 다시는 가고 싶지 않은 곳."
98,Kakao,6,노블티,서울 은평구 연서로 514 1층 (진관동),서울 은평구,4.0,13.0,최병근,2024.01.16.,"빵이 진짜 맛있어요.
매일 빵을 직접 만드시는것 같고
신선해서 좋아요.
사장님? 직원분들도 친절 하고 분위기도 좋습니다.
루프탑 사진이 없어서 못올리는데 진짜 뷰가 미쳤어요.
#소금빵 #휘낭시에 #케이크"
99,Kakao,6,노블티,서울 은평구 연서로 514 1층 (진관동),서울 은평구,4.0,13.0,정보 없음,2024.01.15.,완벽한 휴일의 힐링이었습니다소금빵 케이크 휘낭시에
100,Kakao,6,노블티,서울 은평구 연서로 514 1층 (진관동),서울 은평구,4.0,13.0,최정운 / 픽셀그라운...,2024.01.13.,매장에서 직접 다 만드는 베이커리라 그런지 너무 맛있어요~ 흑임자 라떼도 진짜 고소!! 눈쌓인 북한산 뷰로 힐링하구 왔네용 :)
101,Kakao,6,노블티,서울 은평구 연서로 514 1층 (진관동),서울 은평구,4.0,13.0,장혜연,2024.01.13.,포카치아랑 흑임자라떼 먹었는데 직원분들도 친절하시고 빵이랑 음료 다 맛있어요!! 경치랑 분위기도 좋고 빵종류도 많습니다!!
102,Kakao,6,노블티,서울 은평구 연서로 514 1층 (진관동),서울 은평구,4.0,13.0,돼랑이,2023.12.27.,정보 없음
103,Kakao,6,노블티,서울 은평구 연서로 514 1층 (진관동),서울 은평구,4.0,13.0,김수연,2023.11.18.,빵은 진짜 맛있는데 덮개도 없고 매장에서 먹는데도 차가운 상태로 데우지도 않고 그냥 주네요 그리고 알바가 영... 이런 알바때문에 엠제트가 싸잡혀 욕먹는구나 싶을 정도로 들어가자마자 주문 호출하는 마이크로 장난치고 있었고 음료 만드는 내내 떠들고 음료에 올릴 크림 휘핑 치는거만 10분은 걸린듯합니다 사장 지인같은 사람 왔는데 응대 태도 보고 식겁했어요
