,Platform,Number,Store,Address,Addr,Review_score,Review_counts,ID,Date,Review_text,Time
16,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,끼얏호우,2023.03.05.,"생크림스틱 바로 잘라서 주신다
우유랑 같이 먹고 싶은 맛임
오란다빵 견과류 굉장히 많이 붙어있고 맛있음
사장님 굉장히 친절하시고 가격도 다 저렴해서 좋다",2024-04-06 - 16:52:04
17,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,hahaha,2023.01.03.,먹을만합니다 특히 크림 도넛,2024-04-06 - 16:52:23
18,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,강남멋쟁이,2022.11.10.,진짜 맛있네요.. ㅠㅠㅠ 몇번 기웃거리다가 거의 다 팔려서 없을때만 가서 첨으로 며칠전에 빵이 많이 진열돼있어서 들어가서 이것저것 골랐는데...진심 밋있네요 ㅠㅠㅠ 이가격에 이품질 가능한가요? 감동..ㅠㅠ심지어 직원분들도 넘나 친절친절하심 ㅠㅠㅠ사라다빵 진짜 매끼니로 먹고싶어요 ㅠㅠㅠㅠ아니 어떻게 빵이 다 맛있죠? ...ㅠㅠㅠ,2024-04-06 - 16:52:43
20,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,뭐람,2022.09.10.,메론빵이랑 미니슈랑 슈크림빵 추천합니당 여기빵 다 너무 맛있어요 재료도 좋은거 쓰시고 어떻게 이가격으로 파시는지 궁금.. 근데 추석때 안열어요 ㅠㅠㅠㅠㅠ어제도 빵먹고싶었는데 닫으심… 암튼 추천,2024-04-06 - 16:53:32
21,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,HERO,2022.09.05.,이 집 잘한다,2024-04-06 - 16:53:51
22,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,최고와 최악만 작성,2022.09.01.,크림도넛 노티드 맛나서 너무맛있음 패스츄리도 샀는데 얘도 마싯슴.. 뭐지.. 또가면 생크림스틱? 사야지,2024-04-06 - 16:54:11
23,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,via,2022.06.14.,너무 맛있어요! 흔치 않은 동네 맛집 빵집이에요 ㅎㅎ,2024-04-06 - 16:54:30
24,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,ㅅㅈㅅ,2022.06.04.,슈크림빵 슈크림이 처음부터 끝까지 있다.....,2024-04-06 - 16:54:50
25,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,꾸끌지도후기참고,2022.03.09.,맛있어요 하지만 먹을만한건 한정된 것 같아요 할미입맛 저격하는 빵들이 많아요 초코 들어간 빵이 별루 없네요 ㅠ 그리고 가끔 도넛은 오래된게 진열되서 기름식은맛이 나요,2024-04-06 - 16:55:09
26,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,라이프,2021.07.02.,가격도 좋고.종류도 많고 다 맛있어요.^^,2024-04-06 - 16:55:29
27,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,한남동쩝쩝박사,2020.11.17.,여기 빵은 다 맛있음 바게트 / 호밀빵 / 버터갈릭?바게트 / 멜론빵 / 크림듬뿍들어간빵(이름모름ㅠ) / 햄치즈어쩌구바게트인가.. 암튼 전부 다 맛있음,2024-04-06 - 16:55:48
28,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,최하늘,2020.11.16.,생크림이랑 메론빵이 맛있다고 해서 갔는데 전 찹쌀꽈배기가 젤 맛있었어용. 그 과자 꿀꽈배기 빵 버전이랄까. 그냥 일반꽈배기 안 좋아하는데 이건 맛있어요. 엄마는 생크림빵이랑 메론빵이 젤 맛있다고 하셨어용.,2024-04-06 - 16:56:08
29,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,fooooooood,2020.04.15.,사라다빵 맛있어요ㅠㅠ 사진도 안찍고 흡입했네염,2024-04-06 - 16:56:27
31,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,빵,2020.02.08.,메론크림빵 존맛,2024-04-06 - 16:57:16
32,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,정태,2019.06.20.,"제가 싼빵집가면 소화가안되는데,여긴 맛도 있고,빵도 큰데,소화가 잘됨,재료도 안아껴요",2024-04-06 - 16:57:36
33,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,윤진규,2019.01.11.,여기 맛좋음,2024-04-06 - 16:57:55
34,Kakao,1,브레드칸청량리점,서울 동대문구 왕산로 268-1 (전농동),서울 동대문구,4.5,35.0,ㅎ,2017.12.19.,빵이 저렴하고 진짜맛있음!재료를 아끼지 않음,2024-04-06 - 16:58:15
35,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,ㅇㅇ,2024.03.28.,불친절하세요,2024-04-06 - 17:00:00
36,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,강쥐,2024.03.23.,가볍고 맛있는 케이크와 빽빽하고 담백하게 입에 차는 빵,2024-04-06 - 17:00:19
37,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,날,2024.01.15.,딸기케이크 맛있어요🎂🍰🧁,2024-04-06 - 17:00:39
38,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,히진,2023.10.11.,모든 빵이 맛있음. 집 앞에 있었으면 좋겠어요..,2024-04-06 - 17:00:59
40,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,생이버섯,2023.08.04.,토요일엔 이른 저녁쯤 가면 빵 다 털려잇음,2024-04-06 - 17:01:47
41,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,조조,2023.07.23.,빵 안좋아하는데 여긴 인정,2024-04-06 - 17:02:07
42,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,이하,2023.07.23.,"알바생 불친절이라는 말을 훨씬 넘어 심한 말이 나올 정도로 응대가 심각한 수준이네요.

조각케이크 없냐고 물으니 미니사이즈 뿐이라길래 그러면 미니사이즈는 크기가 어느 정도 되냐고 물었습니다. 돌아오는 답은 ”미니싸이즈라니깐여!??“ 이런 개짜증 꼽주는 말. 미니사이즈가 몇 호 정도인지가 궁금하다고 재차 묻는데, 말 확 자르면서 ”1,2,3호 미니요“ 하면서 또 짜증내네요ㅋㅋ 돈은 벌고 싶은데 남한테 정상적인 화법으로 응대하는 것조차 하기 싫나봐요? 구매하러 온 사람한테 기싸움 해서 자존감 채우는 편인지..?

케이크 시트가 일반적인 시트인지 맛이 별도로 있는지 물으니 바닐라시트라고 흘겨보면서 대답하던데, 집에 와서 보니 바닐라시트도 아니네요^^

생일 축하겸 가족끼리 디저트 먹으려고 방문했는데 이렇게 돈 쓰면서 면박을 받고 알바생 히스테리 받아준건 살면서 두 번째인 것 같아요. 오죽하면 같이 간 동생이 자기 생일인데도 케이크 필요없으니 나가자고 그럴까요?
응대가 친절하지도 않고 그렇다고 제품 문의에 답이 제대로 된 것도 아니고 ㅋㅋ

이런 알바생을 뽑아놓은 사장님이 안됐다만, 그래도 채용을 한 이상 사장님 책임이기도 하잖아요? 교육을 기본적인 밑바닥부터 차근차근 해주셔야겠어요.

저는 절대 재방문의사 없고요, 타사 영수증리뷰등도 써서 제가 받은 면박과 무례한 응대는 널리널리 알리고 피해보는 분이 없게 하겠습니다.",2024-04-06 - 17:02:26
44,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,바치꼬,2023.04.29.,"치아바타를 사가고 집에서  참치샌드위츠 해먹었는데 빵이 엄청 담백해요~ 맛있게 먹었습니다!
가격도 합리적이고 빵크기가 적당합니다. 다 만족하고 있습니다. 담에도 살께요~ 많이 파세요^^",2024-04-06 - 17:03:15
45,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,까다로운미식가,2023.04.13.,소금빵은 별로였음... 나머지는 무난무난,2024-04-06 - 17:03:35
46,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,맛대맛,2023.04.12.,피칸파이 👍,2024-04-06 - 17:03:54
47,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,탄탄비,2023.02.06.,갈때마다 쓸어담음,2024-04-06 - 17:04:14
49,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,mj,2022.11.04.,초코 케이크 너무 달았어요,2024-04-06 - 17:05:03
50,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,엉금엉금,2022.09.16.,정말정말 맛있지만 가격이 ㅠㅠㅠ,2024-04-06 - 17:05:22
51,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,😀 별4개이상은 재...,2022.08.19.,"여기 감자빵 치아바타랑 베이글샌드위치류 좋아하지만 그래도. 코시국이니까 빵마다 덮개라든가 개별포장됐으면 좋겠어요. 
여기 피칸파이도 맛있어요. 브라우니는 덜달아서 좋지만 제스타일은 아니고..  크로와상 같은건 평타치구 크림은 살짝 느끼. 크로플은 딱 적당한 버터향이 나고. 통밀크림치즈는 묘하게 입심심이. 초당옥수수페스트리 생각보다 꽤 리프레쉬 되는 맛. 고르곤졸라허니빵은 빵 자체가 맛있어서 더맛있음.",2024-04-06 - 17:05:42
52,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,RGJ,2022.07.21.,"관리 못하면 배달은 접읍시다. 주문하면 품절이라고 취소시키는 짓을 반복하시면서 사과 한마디 없으신데, 그런 양심없는 곳에서 만드는 빵이 얼마나 맛있을지는 안먹어봐도 알겠군요.",2024-04-06 - 17:06:01
53,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,냠냠이,2022.07.18.,와 진짜 맛있어요,2024-04-06 - 17:06:21
54,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,먹방,2022.05.18.,스콘 존맛탱....,2024-04-06 - 17:06:40
57,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,폭식주의보,2021.11.07.,"친절,주차불가",2024-04-06 - 17:07:59
58,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,깎꿍,2021.10.11.,너무 맛있게 잘 먹고있어용◡̎,2024-04-06 - 17:08:18
59,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,투더월드여긴엔시티,2021.06.08.,요로케 오랫동안 그 자리를 지키는 곳들은 이유가 있다는 걸 느끼게 해주는 !!,2024-04-06 - 17:08:38
60,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,ㅇㄱㅅ,2021.05.14.,친절하시고 빵이 맛있어요,2024-04-06 - 17:08:57
61,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,모모,2021.04.05.,가격 졸 비싸네,2024-04-06 - 17:09:17
62,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,힝구,2020.12.31.,산딸기케익 1호랑 초코딸기케익 2호 둘 중에 고민했을 때 초코딸기케익 추천해주신 직원분 감사합니다. 대성공이었어요.,2024-04-06 - 17:09:37
63,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,Jay,2020.10.21.,"빵은 겁내 맛있음
근데 빵 담아주는 비닐 봉투에서 안좋은 냄새가 찐하게 남. 약간 공장? 인공적인 냄새같은 거...
먹을 때는 접시에 덜어놓고 먹는 걸 추천. 봉투에 담긴채로 먹으면 그 냄새 확 올라와서 빵맛 빵냄새 다 망침 ㅇㅇ",2024-04-06 - 17:09:56
64,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,ㅇㅇ,2020.10.19.,"오래됐지만 계속 발전하는 빵집. 통밀빵, 단팥빵, 스콘, 마들렌 다 맛있음",2024-04-06 - 17:10:16
65,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,착한과일다,2020.08.31.,지나가다가 들어가고 그냥 사봤는데 진짜 맛있더라,2024-04-06 - 17:10:35
66,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,이주현,2020.06.17.,맛있는데 조금 비싼느낌은 있음 그치만 마이쪄,2024-04-06 - 17:10:55
67,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,MJay Ko 고 민...,2020.04.19.,Town Bakery,2024-04-06 - 17:11:14
68,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,dvb,2019.10.18.,가격대는 있지만 가치가 충분해요! 맛있어요. 확실히 더 좋은 재료로 잘 만들어졌다는걸 먹어보면 느끼실 수 있을거에요. 뺑오쇼콜라 사먹어봤는데 초코 맛이 싸구려가 아닌게 확 느껴지더라구요.,2024-04-06 - 17:11:34
69,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,돌아다님,2019.10.11.,빵이 정말 맛있어요. 비싸서 학생 때 자주 못 사먹어서 슬펐어요. 직장인 됐는데도 부담 있는 가격대ㅠ 그래도 맛있습니다.,2024-04-06 - 17:11:53
70,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,.,2019.08.21.,맛있어요! 케익도 안달고 맛있어서 부모님이 좋아합니다 :) 멀어도 자주 사먹으러가요. 안없어지고 계속 있어주세요,2024-04-06 - 17:12:13
71,Kakao,2,크로네과자점,서울 동대문구 경희대로 17 1층 (회기동),서울 동대문구,4.0,37.0,sonia,2018.11.20.,갈수록 아쉽습니다,2024-04-06 - 17:12:33
72,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,hyeonji,2024.01.23.,"딸기 롤케잌이랑 초리조 크로와상 샌드위치, 구움과자류 맛있어요 케이크는 그냥 그랬던 것 같군요",2024-04-06 - 17:13:47
73,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,김예린,2024.01.22.,"좌석도 음료도 케익도 뭔가 애매한....
가게 위치는 베스트인데 그마저도 이문일공칠과 비슷하거나 좀 더 앞서는 정도고
그냥 애매해서 대체재가 많은 느낌이라 잘 안 감",2024-04-06 - 17:14:07
74,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,..,2023.12.25.,크리스마스 기분 좋은 선물들,2024-04-06 - 17:14:26
75,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,정짱,2023.10.04.,맛있어요 외대생할인도 있어요,2024-04-06 - 17:14:46
77,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,.,2023.01.14.,"나쁘지 않은데 조금 추워요
여자직원이 불친절해요",2024-04-06 - 17:15:35
79,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,두둥,2022.12.17.,"애플밀크티 따뜻한거 시켰는데
진짜 따뜻해요. 
컵을 데운 후에 뜨거운 음료를 담아주면 좋을텐데, 그렇지 않은지.. 아님 데운 우유에 탄 시럽이 차가워서 인지.. 음료가 미적지근해서 아쉬웠음. 호~호~ 불 필요 없음. 그냥 맥주처럼 원샷 가능.",2024-04-06 - 17:16:24
80,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,ph,2022.09.29.,외대 근처에서 밸런스 제일 좋은 커피같아요! 매장도 넓고 분위기도 차분해서 자주 가요 ㅎㅎ 페이코 할인 최고예요!,2024-04-06 - 17:16:43
82,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,voyageur,2022.06.01.,약간 불편한 좌석이 있어요,2024-04-06 - 17:17:32
83,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,오지은,2021.08.06.,최애 카페입니더,2024-04-06 - 17:17:52
84,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,솔직한토끼,2021.07.23.,"5점짜리 완벽한 카페인데
남자알바가 싸가지가 너무없어서 별점 두개 깠다",2024-04-06 - 17:18:11
85,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,냠냠쩝,2021.02.24.,"케잌 맛있어요 좀 작지만

현금결제 안 되고 카카오페이는 가능합니다

매장이 좀 추운 편이네요",2024-04-06 - 17:18:31
86,Kakao,3,아티제외대점,서울 동대문구 이문로 107 (이문동),서울 동대문구,3.9,15.0,맛있고비싼건괜찮지만맛...,2020.11.10.,와이파이쌉구려요....,2024-04-06 - 17:18:51
87,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,김윤정,2024.02.03.,너무 부드럽고 촉촉하고 맛있어요,2024-04-06 - 17:20:33
88,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,ㅇㄹㄹ,2023.09.08.,"빵가격이 처음 생겼을 때보다 상당히 오르긴 했지만 솔직히 물가가 다 올라서 그러려니 합니다 개인적으로 이 근방 빵집중에서 한집만 먹어야 한다면 여기라고 생각해요 아침 9시에 갓나온 깜빠뉴 먹어봤는데 진짜 너무 맛있었음
소세지빵이나 소금빵은 개인 입맛따라 짜다고 느껴질 수도 있는데 깜빠뉴랑 앙버터는 꼭 드셔보세요 그리고 커피가 진짜 히든메뉴임 커피전문점보다 커피가 맛있음 이게 뭐고",2024-04-06 - 17:20:52
89,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,호호,2023.08.30.,"빵은 맛있는데 들어서는 순간 직원들의 불친절. 도도함이 물씬~ 오픈 전에 모르고 들어갔을때도 부랑자 들이닥친듯 대하더니, 빵을 사러 갔을 때도 또 느꼈음.
여기 원래 이렇군요~
 영수증 달래니까 기계에 달린것 뜯어가라고함. 
그러고 안녕히 가세요 인사하면 가짜  인사지...
 
이런 매장은 아무데도 없을듯...
빵맛을 깎아먹음. 
우리동네니까 친절하고 맛있는 빵집이면 좋겠는데 
여기보니 손님들이 직원들 때문에 기분 나빠서 나온 사람이 한둘이 아닌데 해가 바껴도 개선의지 없나보다.
교육 좀 시켜던가 새로 뽑지... 
죄다 화가 나있는 것처럼 보임.",2024-04-06 - 17:21:12
90,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,안,2023.08.27.,직원도 불친절하고 가격도 계속 올라서 부담스럽네요.,2024-04-06 - 17:21:31
91,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,joe9,2023.08.11.,담백하고 맛있어요!,2024-04-06 - 17:21:51
92,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,나나,2023.08.04.,"정말 왜 유명한지 모르겠음...
그냥 동네빵집 맛인데, 나쁘지도 그렇다고 좋지도않은 
아는 평범한맛.
배민에 너무 맛있다고 하는데 리뷰이벤트때문인가...",2024-04-06 - 17:22:10
93,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,행복한하루,2023.07.09.,"빵이 짜요~~~
빵값이 비싸요
같은빵 35000원에 팝니다
물론 다른재료겠지만
용답동에있는데 맛있어요
가격비싸요.짜요",2024-04-06 - 17:22:30
94,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,청와대,2023.01.31.,영업시간 8시 아닙니다  9시입니다,2024-04-06 - 17:22:49
95,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,hsj,2022.12.04.,버터 프레첼 jmt,2024-04-06 - 17:23:09
96,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,oliver,2022.10.29.,주변에 괜찮은 빵집이 없어서 차선책으로 가는 곳이지 특별히 맛있거나 하진 않습니다. 직원들도 불친절합니다.,2024-04-06 - 17:23:29
97,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,말 🐎,2022.07.19.,"유튜브에 사장님 영상 보고 찾아간 곳!
직원분들은 댓글처럼 그리 친절하지는 않았던 것 같음. 빵이 워낙 맛있었고 구경하는 것도 즐거웠기에 5점 주고 갑니다.",2024-04-06 - 17:23:48
98,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,Moo,2022.02.15.,직원교육한다고 매니저로 보이는 여자분이 참 가관이네요 교육하는 목적이 과연 무었일까요? 손님들에게 좋은 인상과 서비스로 보여야 하는데 죽쓰는 인상과 말걸기 어려운 표정으로 대하고 그것 때문에 배달하시는 분이 기다리고 컴플레인 해도 신경안쓰고 그리고 빵이 맛이 없고 위생도 엉망이고요. 배달비 안받아서 그나마 장사하는 듯.  그냥 무인으로 하는게 더 좋을듯요,2024-04-06 - 17:24:08
99,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,네네,2022.01.24.,"좁은 공간에 일하시는분이 바글바글, 빵 뭐살지 보고있는데 잠시만요 비켜주세요 정신없음
이거는 그럴수도있다고 생각하는데 매니저로 보이는 사람이 알바들을 끊임없이 혼내고 잔소리함
빵이 없는데 이름표는 왜있니, 누가이랬니, 이건왜이렇게했니, 어쩌구저쩌구
한 3분? 사이에 스트레스 받고 빨리 사서 나옴 검색해서 먼곳까지 간건데 실망스러웠음
손님들 안보이는데서 교육하는건 기본중의 기본 아닌가요?",2024-04-06 - 17:24:27
100,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,융,2022.01.22.,"초반에 생길때부터 앙버터에 빠져서 갔는데
어디 본점인지 지점인지 생기고
유명해지고 가게도 커지고 배달되고 다 좋은데
가격도 오르고 예전 맛만큼은 안되는듯
그래도 담백한 빵을 좋아한다면
이 동네에서 여기로 갑니다",2024-04-06 - 17:24:47
101,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,Unknown,2022.01.09.,주문순서와 상관없이 주인맘데루,2024-04-06 - 17:25:06
102,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,위례불주먹,2022.01.07.,앙버터가 미쳤어요. 원래 앙버터 안좋아하는데 친구가 한입만 한입만 해서 시켜봤는데 웬걸 너무 맛있었어요. 땅콩 크림빵도 맛있고 밤식빵도 미쳤어요.,2024-04-06 - 17:25:26
103,Kakao,4,본노엘,서울 동대문구 전농로 75-16 1층 (답십리동),서울 동대문구,3.6,34.0,—,2022.01.01.,동네아줌마들 막 빵 손으로 만지고 들어가자마자 마스크벗고기침하는 모습진짜 고쳐주셨으면 좋겠네요,2024-04-06 - 17:25:45
