,Unnamed: 0,Platform,Number,Store,Address,Addr,Review_score,Review_counts,ID,Date,Review_text,Time
10,10,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,SY,2024.02.10.,"시그니쳐인 대파빵은.. 
괜히 두개나 샀다는 생각에..후회중..

샤워도우밤크림치즈는 왜 하나만 삿나 후회중
강추입니다!!! 존맛탱",2024-04-07 - 00:39:41
11,11,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,스마일러,2024.02.06.,맛이 있는지 잘 모르겠어요… 크림은 정말 많은데 느끼해서… 먹다가… 버렸어요….,2024-04-07 - 00:39:54
12,12,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,Vanitas,2024.02.04.,말차소보로에 계란껍질,2024-04-07 - 00:40:07
13,13,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,ar,2024.01.14.,자리 이전하기 전에 자주 가던 빵집인데 오랜만에 생각나서 가보니 크림 안에 살얼음이 씹히고 겉에 빵부분은 부드러운게 아니라 오래 두면 수분 뺏긴것 처럼 딱딱해졌는데 이게 맞나요 ..,2024-04-07 - 00:40:19
14,14,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,magaret,2024.01.06.,"나의 은근 또 (자주) 간 집 ! 🙊🎀
크림빵, 맘모스 돌았어용 핵살찌는맛.",2024-04-07 - 00:40:32
15,15,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,제임스,2024.01.05.,감동이에요 ~~~증말,2024-04-07 - 00:40:44
16,16,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,다영,2024.01.03.,정보없음,2024-04-07 - 00:41:04
17,17,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,‭ ‭,2024.01.02.,"초코 맘모스빵하고 옥수수크림빵을 먹었는데 명성에 비해서는 맛이 별로.. 아니면 빵 상태가 ㅇㅣ상한걸까요
사온 다음날 먹었는데 옥수수크림빵은 빵피가 어딘가 신맛이 느껴졌고 맘모스빵은 뭔가 짠듯한 느낌입니다..",2024-04-07 - 00:41:16
18,18,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,또잉,2023.12.31.,"유명하대서 일부러 찾아갔는데 불친절하고 
메뉴가 특별하지도 않고 맛도 그저그럼 
가격이 유별나게 저렴한 거도 아닌데 왜 유명한지 전혀 모르겠어요..
그냥 광고 홍보만 잘된 가게 재방문의사는 굳이 없습니다",2024-04-07 - 00:41:29
19,19,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,효,2023.12.20.,정보없음,2024-04-07 - 00:41:48
20,20,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,빡세,2023.12.18.,와이프가 좋아해요,2024-04-07 - 00:42:01
21,21,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,앤,2023.12.16.,일단 빵은 맛있으나 대기가 정말 길기에 대기줄이 짧으면 다시 가볼것같아요!,2024-04-07 - 00:42:13
22,22,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,히히,2023.12.15.,정보없음,2024-04-07 - 00:42:32
23,23,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,하염,2023.12.01.,"전 인스타 사진, 후 실물
선물했는데 인스타랑 달라요..
선물받은분이 맛은 있다는데
받은 사진 보니 실망이에요.
가격도 하나에 7천원인가 7천5백원인가 그렇고
추운날 줄서서 2만원넘게 사왔더니만 인스타 사진이랑 딴판",2024-04-07 - 00:42:45
24,24,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,고로롱,2023.11.26.,"빵 소문보다 더 맛있습니다! 
크림빵이랑 맘모스 여러 종류 사서 먹어봤는데 맛은 개인취향차이였지만 빵이랑 크림자체가 전반적으로 맛있어요🙏🏻

가격도 이정도면 합리적인 편이고 줄서더라도 먹을만합니다",2024-04-07 - 00:42:58
25,25,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,아몬드,2023.11.24.,"맛도 정말 어글리.,,, 기대하고 갔는데 직원들도 불친절했어요ㅠ",2024-04-07 - 00:43:10
26,26,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,🌙,2023.11.10.,"평일 오후 6시쯤에 방문했는데 인기많은 빵들은 거의 품절이었음, 그러나 직원분들이 너무 친절하시고 빵이 큰편은 아니지만 속이 알차서 꽤나 무거운편!!",2024-04-07 - 00:43:23
27,27,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,cheechee,2023.10.25.,"외국인관광객들에게까지도 엄청 유명한 곳인데 저는 관광객들에게 유명한 식당은 잘 안찾아가는편임에도 불구하고 이곳은 정말 너무 사랑하지않을수 없는 빵집이라 평 남깁니다. 정말 많은 사람들에게 사랑받아 마땅한 빵집이에요. 속재료를 아낌없이넣어서 빵들이 하나하나 정말 묵직하고 무겁습니다. 그리고 그 재료들이 하나하나 정말 잘 어우러져요. 망원동에 살기전부터 자주 왔었는데 그땐 웨이팅이 너무 길어서 힘들었는데 이젠 망원동에 살아서 평일 낮에 일찍 가면 많이 기다리지 않고 살수있어요. 사람이 항상많은데도 갈때마다 친절하신 직원분들도 정말 존경스러워요. 모든메뉴가 맛있지만 대파빵은 의외로 안익은 대파향이 쎄고 빵이 딱딱해서 잘 어울리지않다고 느꼈습니다. 여기는 옥수수, 구황작물들 들어간것들 고르면 무조건 성공합니다. 저의 최애는 옥수수좋아해 에요. 옥수수랑 옥수수크림, 그리고 크림치즈가 콱콱 박힌 빵인데 이거 안유명해서 슬퍼요ㅠㅠ많이먹어주세요.",2024-04-07 - 00:43:36
28,28,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,CHHO,2023.10.24.,정보없음,2024-04-07 - 00:43:55
29,29,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,빵조아,2023.10.22.,"토요일 낮 웨이팅 40분
크림빵 맛있음 맘모스 맛있음
웨이팅시간만 덜하다면 재방문의사 있음",2024-04-07 - 00:44:07
30,30,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,JAY,2023.10.16.,찾아갈 맛이 아닙니다. 많이 기대하고 2021년에 갔는데 별로였어요. 2022~2023에 재방문한 적 없어 변했을 순 있습니다.,2024-04-07 - 00:44:20
31,31,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,햄,2023.10.05.,맛 없어요ㅠㅠ 동네 빵집보다 못해요..,2024-04-07 - 00:44:33
32,32,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,냉정한평가단,2023.09.24.,맛이 진짜 많이 변했어요 지금 망원시장 근처 있을때 말고 예전에 근처 다른 곳에 있을때 자주갔는데  그때 먹었던 얼그레이 크림빵은 얼그레이향이 진짜 풍부했고 초코도 많아서 되게 잘어울렸어요 얼그레이 입자가 굵어서 막 씹히는 그정도까진 아니었고용. 정말 맛있게 먹었어서 망원시장 근처로 이사하고나서 다시 똑같은 얼그레이 먹었는데 얼그레이 향이 너무 없고 크림 느끼하고 초코도 별로 없고 얼그레이 입자가 넘 굵어서 딱딱하게 씹히는 식감도 별로...맛이 너무 변했어요...원가절감때문에 그런가...재구매 의사 없습니다 직원들은 친절하셨어요,2024-04-07 - 00:44:45
33,33,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,YJ,2023.09.14.,얼그레이 너무 맛있어서 또 사러 갔어요 얼그레이 싫어하는데 이건 왤케 맛있은지!!,2024-04-07 - 00:44:58
34,34,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,서비스보다맛이중요한사...,2023.08.24.,"(23.08.24) 말차 맘모스, 블루베리/황치즈/얼그레이 크림빵, 감자치즈 치아바타 구매. 정말 할말이 많지만 시간 아까우니 축약해서 말하자면 치아바타는 無맛, 크림빵은 크림이 느끼한데 많아서 한번에 다 먹기 버거움. 특히 얼그레이 크림빵은 느끼한데다가 크림에 들어있는 입자 굵은 얼그레이 가루가 계속 거슬려서 (씹힐 정도로 굵은 가루가 크림에 왕창 들어가있음, 향은 좋은데 먹을 땐 너무 거슬림) 웬만하면 음식 안 남기는 사람인데도 얘는 먹다 남김. 황치즈랑 말차 맘모스는 다른 사람 줘서 무슨 맛인지 모르겠음. 서비스 측면에서는 불친절하다는 리뷰들도 있는데 일단 제가 방문했을 때 계시던 직원분들은 친절하셨습니다.

*별점 기준
1: 불쾌한 특정 경험을 한 곳
2: 특정 사건은 없었지만 별로인 곳
3: 그냥저냥 괜찮은 곳
4: 평타 이상인데 최고는 아닌 or 5에 준하나 아쉬운 점이 있었던 곳
5: 맛 서비스 둘 다 빠지지 않는 곳",2024-04-07 - 00:45:10
35,35,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,걔,2023.08.22.,"맘모스 여러개 먹어봤는데 옥수수 맘모스는 맛있었어요
재방문하게 된다면 옥수수만.. 그리고 포장 안 되어있는 빵은 안 살 거 같네요.......",2024-04-07 - 00:45:23
36,36,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,응,2023.08.21.,정보없음,2024-04-07 - 00:45:42
37,37,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,악동무지성,2023.08.19.,괜찮은 빵집입니다. 다만 이 정도의 웨이팅을 감수해야 할 필요가 있을지가… 미지수..,2024-04-07 - 00:45:55
38,38,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,sophia,2023.08.16.,음 느끼해요,2024-04-07 - 00:46:07
39,39,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,김성후,2023.08.12.,맛있는데 막 우와 특별하다 느낌은 x 그래도 근처에있다면 잠깐 줄서서 먹을만란것 같음,2024-04-07 - 00:46:20
40,40,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,smt,2023.08.10.,초코 맘모스 진하고 맛있어요,2024-04-07 - 00:46:33
41,41,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,.,2023.08.05.,얼그레이빵 맛있어요,2024-04-07 - 00:46:45
42,42,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,기여미,2023.08.04.,진짜 맛있어요 안에 크림 진짜많고 황치즈 그렇게안좋아하능데 황치즈맘모스 진짜마싯음ㅜㅜ 얼그레이크림빵 안에 초코칩같은거박혀잇고 추천해여 근데 크림빵 빵피 엄청얇은데 약간 퍼석한식감..글구 말차는 좀 씁쓸한맛 강함,2024-04-07 - 00:46:58
43,43,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,재웅,2023.07.13.,정보없음,2024-04-07 - 00:47:17
44,44,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,보라,2023.07.09.,불친절해요..,2024-04-07 - 00:47:29
45,45,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,이나리,2023.06.29.,별점 왜이러지..? 진심 내 인생빵집 중 하나인데.ㅜㅜ 좋은재료에 다양하고 맛있고 가격도 합리적이라고 생각함. 특히 모든 빵안에 부재료가 꽉꽉 차있고 너무좋음! 망원동 살았으면 맨날 갔을 빵집 ㅋㅋㅋㅋ 사장님 오래오래 맛난빵 만들어주세요!,2024-04-07 - 00:47:42
46,46,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,qqqq,2023.06.25.,정보없음,2024-04-07 - 00:48:01
47,47,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,설악산김사또,2023.06.24.,왜 줄섯지....???,2024-04-07 - 00:48:14
48,48,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,😒,2023.06.19.,왜 유명한거예요? 직원들 응대 x판+맛도 평범인데,2024-04-07 - 00:48:26
49,49,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,뻐끔。。。,2023.05.28.,정보없음,2024-04-07 - 00:48:45
50,50,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,뚱뚱한바나나우유,2023.05.27.,"종류도 다양하고
꽉찬 내용물

붐비는 시간은 포기하고 평일 모호한 시간에 방문

메뉴이름 앞에 중복인 항목들이 있어서 주문할 때 여러번 확인 필요
흑임자 맘모스 주문했는데 다른 흑임자를 포장해주심",2024-04-07 - 00:48:58
51,51,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,황지원,2023.05.19.,정보없음,2024-04-07 - 00:49:17
52,52,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,청춘사진관,2023.05.16.,크림 빵의 전설. 맘모스도 좋아라.,2024-04-07 - 00:49:30
53,53,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,견우,2023.05.14.,"대파빵, 크림빵이 맛있는 곳으로 견우가 자신있게 추천합니다. 건강하세요~!",2024-04-07 - 00:49:42
54,54,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,akim,2023.05.14.,줄서있길래 사봤는데 별로네요 어떻게 유명해졌지 싶네요 대파빵은 사지말걸,2024-04-07 - 00:49:55
55,55,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,한건희,2023.05.03.,너무 먹고싶어서 택배로도 먹고 직접 가서도 사먹었어요 ㅎㅎ 사워도우랑 맘모스 최고!,2024-04-07 - 00:50:08
56,56,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,별점 평균이 2.5인...,2023.05.01.,별로였다,2024-04-07 - 00:50:20
57,57,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,냠냠이,2023.04.17.,"요즘에는 웨이팅 없어서 너무 좋아요
맛은 보장되어 있습니다…🤭",2024-04-07 - 00:50:33
58,58,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,내가 가는 곳이 곧 ...,2023.04.16.,"길가다 맛있는 빵집인데 웨이팅이 없단 말을 듣고 홀린듯 들어가서 빵을 구입함.
사장님인지 직원분이신지 엄청 친절하심다!!!

근데 빵은 아무맛이 안 나요ㅠㅠ
정말 무거울 정도로 안에 꽉 들었는데 너무 무맛입니다.
맛없다 건강한맛이다가 아닌 무맛...
크림빵이 유명한 것 같은데 Z세대에게 맞을 아주 꽉찬 크림빵이라 나머지세대들은 느끼함에 집니다.
크림빵을 엄청나게 사랑하시는분이라면 매우 좋아하실 것 같습니다.",2024-04-07 - 00:50:46
59,59,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,동네,2023.04.16.,얼그레이 크림빵 맛나네용,2024-04-07 - 00:50:58
60,60,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,yeahj,2023.04.15.,"블루베리크림빵은 블루베리 짱많고 혜자입니다 빵피가 얇아서 거의 크림만 먹는 느낌 ㅋㅋㅋㅋ
대파빵도 맛있어요
토요일 15시30분 방문 20분 이하 기다렸어요
이정도면 먹을만한듯?",2024-04-07 - 00:51:11
61,61,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,빵커피러버,2023.03.31.,"맘모스, 크림빵, 그외에 다른 종류의 빵도 팔았던걸로 기억하고 맘모스는 빵피가 그냥저냥 무난하지만 크림이 맛있는 편이고, 크림빵은 피가 얇고 크림이 많아서 그런거 좋아하는 분은 좋아할거 같네요",2024-04-07 - 00:51:24
62,62,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,-,2023.03.28.,그냥그래요 한번 먹어볼정도..? 집앞이라 가본거였는데 가까워서 가끔가긴할 것 같은데 .. 그냥 그래요..,2024-04-07 - 00:51:36
63,63,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,약쟁이,2023.03.25.,에그타르트 맛돌이,2024-04-07 - 00:51:49
64,64,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,솔방울,2023.03.12.,생각보다 웨이팅 안 많았음 운이 좋았던듯. 얼그레이 크림빵 소금빵 맛있어요,2024-04-07 - 00:52:01
65,65,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,히치하이커,2023.03.12.,"40분이상 웨이팅했는데 그 정도의 맛은 아닌. 묽은 크림이 너무 과한 얼그레이크림빵, 질긴 소금빵, 그나마 괜찮았던 구황작물덕후. 말차맘모스는 달콤쌉싸름한 말차와 팥고물이 가득한데 감동의 맛까지는 아니었다.",2024-04-07 - 00:52:14
66,66,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,김도경,2023.03.05.,정보없음,2024-04-07 - 00:52:33
67,67,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,솔직한리뷰,2023.02.28.,맛은있지만 줄서서 또갈 정도는 아니에요,2024-04-07 - 00:52:46
68,68,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,수지,2023.02.20.,음.. 이게 왜 유명한가 싶네요. 다신 안갈듯,2024-04-07 - 00:52:58
69,69,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,느낌 가는 대로,2023.02.08.,"작년이랑 올해 합쳐서 총 2번 방문했습니다. 처음엔 뽀또맘모스빵 궁금해서 갔는데 없어서 대파빵이랑 초코맘모스빵 샀고, 두 번째는 어글리 크림빵이랑 뽀또맘모스빵 샀어요. 결론은 두 번 다 실패했어요. 모든 빵이 너무 과하다는 느낌이 강해요. 빵 먹으면 행복하다고 느끼는데 이 빵은 언제 다 먹지라는 생각이 들었어요.
대파빵: 친구는 맛있다고 했으나 제 취향은 아니었어요. 빵은 질긴 편이었어요.
크림빵: 맛있긴 한데 크림이 너무 과해서 속 느끼하고 빵을 먹는 건지 크림을 먹는 건지 모르겠어요. 크림 반 이상 덜어먹었어요.
맘모스빵: 빵보다 크림이랑 초코(다크초코&화이트초코)가  더 많고 너무 달아요. 얼리면 단 맛이 좀 덜해져서 그나마 먹을만해요.
호불호 많이 갈릴 빵집이고 저는 두 번 방문한 걸로 만족하겠습니다. 빵 하나하나가 필링 때문에 속이 꽉 차고 묵직해요. 빵맛은 안 나고 필링을 먹겠다 or 달고 투머치한 거 좋아하는 분들 추천드립니다.",2024-04-07 - 00:53:11
70,70,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,'.',2023.02.04.,얼그레이 구매해서 냉장보관했는데 담날보니 상해있음.... 다른 크림빵은 안상했던데..,2024-04-07 - 00:53:24
71,71,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,.,2023.02.01.,크림빵 답도없음 인스타 감성용,2024-04-07 - 00:53:36
72,72,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,꿀,2023.01.21.,밸런스 하나도 안맞고 뭐가 맛있다는건지 이해가 안감,2024-04-07 - 00:53:49
73,73,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,...,2023.01.11.,초크크림빵에서 이물질 나옴,2024-04-07 - 00:54:01
74,74,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,카레,2022.12.26.,"진짜 맛있었어요!!
빵을 이렇게 많이 산건 태어나서 처음이었는데
후회 없었습니다
맘모스빵 하나하나가 묵직~~~했고 
뽀또 맘모스빵도 가득가득 치즈랑 필링으로 차있고 꾸덕하고 진짜 맛있었어요
얼그레이크림빵은 밑에 초콜릿도 같이 들어있어서 전혀 안느끼하고 더 맛있었어요.. 
망원동 갈때마다 갈거에요ㅠㅠㅠ",2024-04-07 - 00:54:14
75,75,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,또롱,2022.12.25.,"항상 지나는길에 어글리베이커리가 있어서
자주 먹어요. 줄이 없을때 제일 좋아하는 
단호박크림치즈사워도우가 남아 있으면
사갑니다. 그런데요 ㅠㅠㅠ 제발.. 빵을 완전히 식히고
포장해뒀으면 좋겠어요… 포장된 빵을 사면.. 바닥이
축축한부분도 있고 비닐에도 김서려 있어요.
그래서 포장된거 사면 맛이 평소보다 떨어져요.
아쉬운 마음에 글 남깁니다! !",2024-04-07 - 00:54:27
76,76,Kakao,1,어글리베이커리,서울 마포구 월드컵로13길 73 (망원동),서울 마포구,3.1,275.0,슬기로운평점생활,2022.12.19.,크림빵 살짝느끼. 주말이라서 줄이 엄청 길었는데 그정도 인지는 모르겠음. 치아바타는 존맛탱,2024-04-07 - 00:54:39
