,Unnamed: 0,Platform,Number,Store,Address,Addr,Review_score,Review_counts,ID,Date,Review_text,Time
10,10,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,긍정,2024.03.04.,정보없음,2024-04-05 - 10:30:12
11,11,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,김준희,2024.02.29.,정보없음,2024-04-05 - 10:30:40
12,12,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,저믿으세요 돼지에요,2024.02.24.,정보없음,2024-04-05 - 10:31:08
13,13,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,엥프피,2024.02.21.,여기서 먹은 마늘빵이 자꾸 생각나요…,2024-04-05 - 10:31:26
14,14,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,WangBamBrea...,2024.02.02.,"모든 이들의 입맛을 맞추기 어려울 수 있지만
모든 손님에게 친절한.",2024-04-05 - 10:31:45
15,15,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,슈,2024.01.30.,"무슨 말이 필요한가요
마늘 바게트 ..아주 그냥 도른맛입니다",2024-04-05 - 10:32:03
16,16,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,whhviuez,2024.01.30.,"계속 시식 권유하시는데 하나하나 다 맛있던..
소문대로 마늘바게트 맛있습니다.",2024-04-05 - 10:32:22
17,17,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,winter,2024.01.29.,"맛있음 ㅎ
대파빵 굿",2024-04-05 - 10:32:41
18,18,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,Bona Kim,2024.01.25.,"마감할때가니까 빵이거의없다는
주차장이없는 ㅠ
마늘바게뜨 촉촉을넘어 축축한 별미^^!",2024-04-05 - 10:32:59
19,19,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,리아,2024.01.15.,"인생 빵집이에요.
빵들이 전반적으로 퀄리티가 높고 단 편인데 하나하나 돈이 아깝지 않아요!!",2024-04-05 - 10:33:17
20,20,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,나는아직도배고프다,2024.01.14.,"마늘빵개미친맛도리
다른 것도 평타 이상",2024-04-05 - 10:33:36
21,21,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,토끼토끼🐰,2024.01.04.,"마늘빵 달달하고 촉촉하니 맛있어요.
카푸치노는 커피맛나는 생크림빵인데 구름처럼 슈르륵 넘어갑니다. 시원한 흰우유랑 먹으면 환상적일거 같은 단맛.
어니언은 겉이 바삭바삭한 베이글 사이에 크림치즈랑 잘게다진 양파가 잘 발라져있는데 달콤하면서 맛있어요.
엉덩이빵은....말랑말랑한 빵안에 젤리같은 우유크림이 들어있는데 원래도 말랑말랑한 빵인데 우유젤리때문에 눅진해지기까지 하니까 덜 익은 밀가루같은 식감이 나서 불호였어요.",2024-04-05 - 10:33:55
22,22,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,램든고지,2024.01.04.,"마늘바게트에 묻힌 빵들 너무 많음
홍국이 깨찰빵 도라이임",2024-04-05 - 10:34:13
23,23,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,ㅇㅅㅇ,2024.01.03.,친절 하십니다 근데 막 꼭 먹어야한다 정도는 아닌.것 같아요,2024-04-05 - 10:34:32
24,24,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,니엘,2024.01.01.,너무 맛있게 먹어서 사진도 못남겼어요 마늘바게뜨가 촉촉 부들하고 진한 마늘의 단맛이 인상적이에요,2024-04-05 - 10:34:50
25,25,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,앙앙,2024.01.01.,"나의 2024년 1월 1일 첫 먹방은 그간 너무너무너무 먹고 싶었던 ‘만동제과 마늘바게트’! 🧄🥖
드디어 소원 성취(왕복1시간 귀찮아서 안갔었음..) 직원분들 친절하시고ㅎㅎㅎ 바게트 소스에 흠뻑 담궈져 있다시피.. 너무 맛있어요 혼자 한개 다먹었어요 ㅎㅎ ㅠ 넘 맛도리! 살짝 느끼한거 못 드시는 분들은 두입 드시면 느끼하실 수 있을거같아요! 잘 먹었습니다 ☺️",2024-04-05 - 10:35:09
26,26,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,빡세,2023.12.18.,정보없음,2024-04-05 - 10:35:37
27,27,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,람쥐의 도톨희를 뺐지...,2023.12.18.,"모두가 인정하는 마늘빵 원탑,,",2024-04-05 - 10:35:55
28,28,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,sssme,2023.12.11.,"단점1. 최악의 운영 시스템. 빵집 내부에 세팀만 입장 가능함. 세팀 중의 한팀이 구매완료 후 나가면 다음 웨이팅하던 사람이 바로 들어가는게 아니라 앞의
세팀 모두가 빵 구매 완료하고 매장을 나가야지만 다음 순서가 입장할 수 있음 이건 일부러 매장 밖에 사람들 줄세워놓고 홍보시키려고 이러는건가 싶을 정도임 단점2. 메뉴에 보이는 쿠키는 존재하지도않음 시럽을 공수할 수 없어 단종되었다고함. 카카오맵 메뉴 수정 바람 단점3. 에멘탈 말고 모든 빵이 전부 달음.. 재방문 의사 없음 기분만 나쁨",2024-04-05 - 10:36:14
29,29,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,.,2023.11.13.,정보없음,2024-04-05 - 10:36:42
30,30,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,제발 돈받고 리뷰쓰고...,2023.11.05.,"내가 먹어본 빵 중 제일 맛있었음.
다만 빵들이 전부 달아서 많이 단거 싫어하면 비추",2024-04-05 - 10:37:00
31,31,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,한수연,2023.11.02.,정보없음,2024-04-05 - 10:37:28
32,32,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,디저트조아,2023.10.31.,"마늘빵 원탑
평일 예약가능해서 웨이팅 없이 구매가능해서 좋아요",2024-04-05 - 10:37:47
33,33,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,GURUNG,2023.10.29.,good 👍,2024-04-05 - 10:38:05
34,34,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,땅땅,2023.10.29.,정보없음,2024-04-05 - 10:38:33
35,35,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,hyeon,2023.10.22.,정보없음,2024-04-05 - 10:39:01
36,36,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,양소윤,2023.10.08.,정보없음,2024-04-05 - 10:39:29
37,37,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,무조건 맛있게 먹어야...,2023.10.03.,"마늘빵 안 좋아하는데 여기 진짜 마싯네요.. ㅠ
카푸치노 빵피도 식감이 귀엽고 부담없이 술술 들어가는 맛.ᐟ 친절하시구 좋아요 또 사러 갈게요 ㅎ",2024-04-05 - 10:39:48
38,38,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,묭묭,2023.10.03.,"빵이 심각하게 달다
한 번 먹어 본 걸로 끝..다시 갈 일은 없을 듯
비효율적인 웨이팅 시스템 또한 재방문 x 이유",2024-04-05 - 10:40:06
39,39,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,김태희,2023.10.01.,시식도만땅으로주시고 웨이팅이 가게가협소해서그런지 오픈런하고와도 좀있는점이아쉽다면아쉽지만 맛있었어요...🥹🥹특히시식빵이!!친구도 신나하면서사가더라고요,2024-04-05 - 10:40:25
40,40,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,jungle,2023.09.30.,"빵이 너무 너무 달아요… 모든 빵에 설탕 코팅이 되어있더라고요.
먹다보니 단맛에 질려서 다신 안먹고 싶어졌어요 ㅠㅠ",2024-04-05 - 10:40:44
41,41,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,이맛에돈벌지,2023.09.29.,"가격이 싸진않지만 호두들어가있는빵이 개 맛도리네요 ㄷㄷㄷ 
마늘바게트는 소스가 많아 바삭하진않고 눅눅한느낌",2024-04-05 - 10:41:02
42,42,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,김예린,2023.09.26.,"엄청 친절하심
빵이 약간 성심당 같은데 먹물도 그렇고 메이플빵도..
다만 내가 대전사람+빅매치(성심당 빵이름)애호가여서그런지 대체제로 훌륭하다",2024-04-05 - 10:41:21
43,43,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,구일,2023.09.26.,맛있다고 하길래 가봤는데 진짜 맛있었어요,2024-04-05 - 10:41:39
44,44,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,네모,2023.09.25.,마늘바게트 진짜 단데 맛있긴 함,2024-04-05 - 10:41:58
45,45,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,강옥경,2023.09.23.,베이글 핫도그가 특히 맛있고 분위가가 좋네요,2024-04-05 - 10:42:16
46,46,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,박재리,2023.09.19.,정보없음,2024-04-05 - 10:42:44
47,47,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,Joo,2023.09.18.,"매우 친절하셨지만.. 먹은 빵들이 다 너무 달았음. 그것도 고급진 단맛이 아니라 혀를 마비시키는 설탕맛. 단맛만 덜하면 괜찮은 빵집일 텐데. 여기 평가 보면 알바 아니고 진짜 구매자들 같은데, 요즘 이 정도 과대평가된 곳이 있나 싶을 정도로 호들갑스런 호평이 좀 의아하네요.",2024-04-05 - 10:43:03
48,48,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,우주인,2023.09.18.,"너무친절해서 살짝 부담..
빵은 맛있음",2024-04-05 - 10:43:21
49,49,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,화연,2023.09.05.,최고의 빵집... 진쨔 마싯서요߹ㅁ߹),2024-04-05 - 10:43:40
50,50,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,바이커리,2023.09.03.,"웨이팅 시스템개선 아주아주 시급함
너무 비효율적인 웨이팅
일부러 고객을 힘들게 하는 마케팅인지는 모르지만
생각을 좀 했으면 하네요",2024-04-05 - 10:43:58
51,51,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,충전중,2023.08.30.,사장님 너무 친절하시고 시식 권해주셔서 몇 가지 먹어봤는데 하나 같이 다 맛있었어요. 특히 메이플 인상적이었지만 오늘 목적은 시그니처 마늘바게트 (6.5) 바삭한 바게트에 마늘소스가 미쳤네요. 커피랑 같이 마시면 진짜 순삭이었어요,2024-04-05 - 10:44:17
52,52,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,카페여행자,2023.08.26.,시그니쳐 마늘바게트 촉촉하고 맛있음,2024-04-05 - 10:44:35
53,53,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,딤딤,2023.08.21.,"뙤약볕에 파라솔 하나없이 손님을 기다리게 함.
육수 줄줄 흐르는데 누구하나 불평한마디없이 잘기다림ㅎㅎㅎ
안들어가봐도 답이 나오는 빵집.
서비스가 안되는곳은 음식에 그것이 반영된다.
빵소담 등에 마늘빵 맛있다고 홍보글인지 광고글인지 올려서 사람들 많아진듯하지만
현장에 가보니 가게 싹수가 보이는곳.",2024-04-05 - 10:44:54
54,54,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,삼계탕,2023.08.13.,나 살 절대 못 빼게 방해하는 곳 0순위. 진짜 너무 맛있다. 뭐 그저 그냥 빵이겠지 뭐 하고 입에 넣었다가 늘 동공 확장되고 비룡이 심벌즈 치는 듯한 느낌을 선사해 줌. 여기 밤식빵이랑 저 작은 치즈빵인가 진짜 그냥 나빴음ㅜㅜ,2024-04-05 - 10:45:12
55,55,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,💑,2023.08.13.,정보없음,2024-04-05 - 10:45:40
56,56,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,구월,2023.08.10.,만동제과 마늘바게뜨는 진짜 제 인생빵🩷 오래오래 팔아주세요!!,2024-04-05 - 10:45:59
57,57,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,바비큐,2023.08.09.,어니언 진짜 인생빵... 이거 사러 갑니다,2024-04-05 - 10:46:17
58,58,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,u AR e MY l...,2023.08.08.,만동제과 마늘바게트 사러 가끔 갑니다,2024-04-05 - 10:46:36
59,59,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,맛집콜렉터,2023.08.06.,맛있어요 마늘바게뜨. 카푸치노 강추!^^,2024-04-05 - 10:46:54
60,60,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,Tasso,2023.08.06.,어떤 면에서 줄을 서눈 빵집인지 납득하기 어렵다.,2024-04-05 - 10:47:13
61,61,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,기여미,2023.08.04.,카푸치노랑 마늘바게트 추천 시식하게 빵 잘라주시는거 넘 조아용,2024-04-05 - 10:47:31
62,62,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,meeee,2023.08.03.,카푸치노 강추합니다,2024-04-05 - 10:47:50
63,63,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,언제나청춘,2023.08.02.,마늘 바게트는 먹을만 합니다,2024-04-05 - 10:48:09
64,64,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,맛집만공격,2023.07.31.,"모든빵이 그런건 아닌데 마늘빵이랑 먹물연유빵은 너무 달아요. 재료를 아끼지 않는건 좋지만 과유불급이라는 생각이 들정도..
여기 앙버터 정말 잘하는 곳이었는데 이제 없어져서 갈 이유가 없네요ㅜㅜ",2024-04-05 - 10:48:27
65,65,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,LILY,2023.07.08.,마늘바게트 미쳤어요...  너무 맛있고 입에서 녹습니다요. 사장님도 친절하시고 좋아요.👍🏻,2024-04-05 - 10:48:46
66,66,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,치킨런,2023.07.08.,정보없음,2024-04-05 - 10:49:14
67,67,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,limbothelim...,2023.07.08.,미국돼지가 되어가는 맛,2024-04-05 - 10:49:32
68,68,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,seoullife,2023.07.07.,마늘빵 레전드,2024-04-05 - 10:49:51
69,69,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,hs,2023.07.07.,정보없음,2024-04-05 - 10:50:19
70,70,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,바람의열두방향,2023.06.29.,매일 먹고 싶은 마늘 바게트예요,2024-04-05 - 10:50:37
71,71,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,Mj,2023.06.25.,정보없음,2024-04-05 - 10:51:05
72,72,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,ㅎㅅㅎ,2023.06.22.,여기는 진짜… 진짜 맛있어요 마늘바게트 꼭 드셔보세요,2024-04-05 - 10:51:24
73,73,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,맛객,2023.06.15.,"친절함은 말도안된다. 궁금한 빵들에 대해서 먼저 시식을 권유해주기 때문이다. 선택의 폭을 넓혀준다는 것은 정말 소비자로써 고마운 부분인거 같다.

메뉴를 다 먹어본 입장으로써 모든 빵의 퀄리티가 장난아니다. 마늘빵이 가장 유명하지만 다른 빵들도 경험해보길 추천한다. 개인적으로 밤식빵,메이플(커피랑 먹으면 미쳤다) 너무강추..",2024-04-05 - 10:51:42
74,74,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,Kang,2023.06.13.,정보없음,2024-04-05 - 10:52:10
75,75,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,김,2023.06.11.,"마늘빵맛은있어요 약간 부모님이 좋아하실맛!
근데 안에 사람 6명도 없는데 밖에 세워둬서 서비스가 좋은갑다 했는데 그것도 아니고 빵잘라주면서 뭔지 말도안하고 뚱한표정에 툭툭대면ㅎㅎ 그리구 카운터 계신분도 대박퉁퉁이..ㅎㅎㅎ 일하느라 힘드신건 알겠는데 그거 힘들다구 손님한테 티낼거면 좀곤란..",2024-04-05 - 10:52:29
76,76,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,jj,2023.06.10.,엉덩이최고,2024-04-05 - 10:52:47
77,77,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,절대강자,2023.06.09.,마늘바게트와 어니언 베이글이 맛있습니다.,2024-04-05 - 10:53:06
78,78,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,w,2023.06.05.,정보없음,2024-04-05 - 10:53:34
79,79,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,말랭,2023.05.30.,마늘빵이랑 어니언베이글 단 두개만으로 5점 받기 충분. 너무 맛있음!,2024-04-05 - 10:53:52
80,80,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,나의 동네 한 바퀴,2023.05.21.,"전 베이글보다는 프레젤이? 쫀득해서 맛있었어요. 베이글은 크림 맛있는데 빵이 제 취향이 아니였어요. 원래 바삭빵 보다는 쫀득빵을 더 좋아해서. 마늘빵도 ㄹㅇ 미쳤어요.... 재료를 안 아끼는 딱 최상의 맛 같아요.

그리고 직원분들이 친절하더라구요. 시식도 주시고! 시식으로 먹은 먹물 어쩌고도 맛있었는데...

재방문의사 있음!",2024-04-05 - 10:54:11
81,81,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,별헤는밤,2023.05.21.,마늘바게트와 어니언베이글은 기억에 남지만 다른 빵들은 그만 그만 합니다,2024-04-05 - 10:54:29
82,82,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,뽈리뽈리,2023.05.17.,종종 생각나는 미친 마늘빵. 눈 감고 아무거나 골라도 다 맛있음.,2024-04-05 - 10:54:48
83,83,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,금귤,2023.05.16.,맛있어요 베이글 갓나온거 먹으면 바삭하니 존맛,2024-04-05 - 10:55:06
84,84,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,왠만하면 4점 줌,2023.05.15.,"마늘빵보다 새우바게트가 더 맛있더라구요.
빵이 묵직하고 커서 가성비도 좋은 것 같아요.
남겨뒀다 냉동했다 먹어도 맛있어서 다음에 잔뜩 사다가 또 먹고 싶네요",2024-04-05 - 10:55:25
85,85,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,박소희,2023.05.09.,정보없음,2024-04-05 - 10:55:53
86,86,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,해주,2023.05.08.,"마늘바게트 👍🏻
시식으로 맛 본 다른 빵들도 👍🏻",2024-04-05 - 10:56:11
87,87,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,MP,2023.05.05.,"주변에 약속이 있어서 갔던 곳이에요~
너무 맛있고, 친절하십니다.",2024-04-05 - 10:56:30
88,88,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,.,2023.05.05.,정보없음,2024-04-05 - 10:56:58
89,89,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,설표,2023.04.08.,"맛보라고 조금씩 잘라서 주던게 화근이었습니다. 정신차려보니 빵으로 얼마를 결제했는지
여기는 위험한곳인것 같습니다.",2024-04-05 - 10:57:16
90,90,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,허명운,2023.04.03.,"몇년 전에  집 근처라  우연히  들어간곳
빵 진짜  맛있음.   나중에 젊은사람들이 
줄서서 기다리고 있어서  불어보니  마늘
마케트 기다리늘  중인라고 해서  나도 
사서 먹어보니  헐 진짜  맛있음
다른 빵집에가도 있으면 사먹어  보는데
내가 먹어본중  최고임. 서울 올때마다
사갈수 있으면 사가지고감",2024-04-05 - 10:57:35
91,91,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,후니,2023.03.21.,후기보니 시식도 하고 여유있게 빵 고를 줄 알았더니 시식은 없고 진열안된빵은 말하면 포장해주는게 끝? 거기서 좀 실망 처음 가봐서 시식하면서 맛있는거 사먹어보고 싶었는데 걍 유명한 어니언이랑 마늘바게뜨만 사고왔네요 어니언은 걍 한번 먹어볼맛 마늘은 강추합니다 아 그리고 포장종이 봉투가 비싸요 3백원,2024-04-05 - 10:57:53
92,92,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,dd,2023.03.06.,빵 먹을 수 있게 해주고 마늘바게뜨 최고,2024-04-05 - 10:58:12
93,93,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,고기튀김,2023.03.01.,모야 왜 이렇게 맛있어🤤,2024-04-05 - 10:58:31
94,94,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,｡·͜·｡,2023.03.01.,마늘빵이 맛있어요!!!,2024-04-05 - 10:58:49
95,95,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,ㅋㅋ,2023.03.01.,정보없음,2024-04-05 - 10:59:17
96,96,Kakao,1,만동제과,서울 서대문구 연희로 32 1층 (창천동),서울 서대문구,4.3,303.0,지금이맻시고,2023.02.26.,기절할정도로맛있음 바이럴이 아니었어 홍대 기다려라 매번 도장 찍어준다,2024-04-05 - 10:59:36
